date,open,high,low,close,volume,SMA_50,SMA_100,SMA_200,avg_gain,avg_loss,RSI_30,monthly_mean,EMA_30,EMA_200
01-08-2001,0.6365,0.643,0.6085,0.001350505,0.023600723,0.002131579,0.002140222,0.003506636,0.01645,0.01455,0.46341192,0.715933333,0.001932369,0.004002288
02-08-2001,0.6295,0.63,0.605,0.001286392,0.016251127,0.00211378,0.002143842,0.003491545,0.0145,0.015066667,0.409401964,0.715366667,0.001904447,0.003982965
03-08-2001,0.612,0.6195,0.6055,0.001278119,0.012717434,0.002098654,0.002146503,0.00347936,0.013583333,0.015133333,0.386034162,0.713816667,0.001877766,0.003963735
06-08-2001,0.609,0.61,0.5925,0.001226415,0.010826308,0.002077391,0.002149452,0.003462894,0.013583333,0.014416667,0.402288775,0.712983333,0.001849298,0.003944078
07-08-2001,0.5945,0.595,0.576,0.001164371,0.010363733,0.002053323,0.002151128,0.003442789,0.0129,0.014916667,0.373599798,0.710966667,0.001818459,0.003923876
08-08-2001,0.5755,0.5775,0.5515,0.001063031,0.014017668,0.002026536,0.002151382,0.003418261,0.012166667,0.015733333,0.336450849,0.7074,0.001782735,0.003902664
09-08-2001,0.557,0.5585,0.5125,0.000928601,0.02601634,0.002003738,0.00215129,0.003393935,0.01085,0.016816667,0.277494043,0.701433333,0.001740198,0.003880056
10-08-2001,0.529,0.5325,0.497,0.000823125,0.040096821,0.001974189,0.002150595,0.00336952,0.010316667,0.017666667,0.245947288,0.694083333,0.001693251,0.003856414
13-08-2001,0.505,0.515,0.4885,0.000858284,0.020555627,0.001944246,0.002150873,0.003342435,0.0106,0.017316667,0.260755663,0.687366667,0.001651718,0.003833426
14-08-2001,0.516,0.552,0.5135,0.000943078,0.020444358,0.001916275,0.002151665,0.003309636,0.01065,0.017316667,0.262244596,0.6807,0.001618615,0.003811681
15-08-2001,0.527,0.5415,0.5,0.000850011,0.013944984,0.001888392,0.002151415,0.003277833,0.01065,0.0174,0.260725658,0.67395,0.001581336,0.00378904
16-08-2001,0.504,0.5075,0.47,0.000794171,0.026816311,0.001861298,0.002148799,0.003249118,0.00875,0.01785,0.192613415,0.66485,0.001542674,0.003765957
17-08-2001,0.4755,0.5045,0.4725,0.000831398,0.022927724,0.001834379,0.00214498,0.003215958,0.00905,0.01785,0.202661208,0.65605,0.001509031,0.003743549
20-08-2001,0.5095,0.5205,0.4975,0.000916192,0.015116002,0.001811144,0.002144055,0.003182374,0.008833333,0.01785,0.195427132,0.647033333,0.001483311,0.003722376
21-08-2001,0.535,0.5395,0.494,0.000810716,0.02193348,0.001789354,0.0021438,0.003145201,0.008833333,0.018366667,0.186984629,0.6375,0.001452095,0.003700154
22-08-2001,0.508,0.5115,0.4794,0.000874829,0.017399263,0.001769889,0.002143731,0.003111137,0.00935,0.017916667,0.211358955,0.628933333,0.001427243,0.003678919
23-08-2001,0.5065,0.508,0.4785,0.000756944,0.017090132,0.001750204,0.002144957,0.003077609,0.007433333,0.018866667,0.130436324,0.6175,0.001395997,0.003656487
24-08-2001,0.492,0.515,0.486,0.000881034,0.015852263,0.001736789,0.00214866,0.003044359,0.007616667,0.018866667,0.137103675,0.60625,0.001375184,0.003635761
27-08-2001,0.5045,0.5135,0.4955,0.000860352,0.010666134,0.001726442,0.002152665,0.003014797,0.007616667,0.017416667,0.159469594,0.59645,0.001354312,0.003614994
28-08-2001,0.506,0.5075,0.478,0.000827262,0.013431262,0.001718288,0.002154632,0.002988305,0.00705,0.017683333,0.133664168,0.585816667,0.001332541,0.003594038
29-08-2001,0.502,0.5025,0.4505,0.000665946,0.015986863,0.001708774,0.00215653,0.002962321,0.00705,0.018333333,0.123864389,0.574533333,0.001301233,0.003571364
30-08-2001,0.453,0.4745,0.4275,0.000562538,0.025133365,0.001691939,0.002150767,0.002938515,0.006166667,0.019166667,0.077786187,0.561533333,0.001264931,0.003547679
31-08-2001,0.435,0.465,0.4345,0.000614242,0.015256435,0.001673789,0.002143661,0.002913619,0.005766667,0.019166667,0.061490262,0.548133333,0.001234477,0.003524847
04-09-2001,0.4475,0.4595,0.426,0.000541856,0.02067228,0.001657085,0.002132713,0.002887588,0.005766667,0.018166667,0.074464636,0.535733333,0.001201079,0.003501378
05-09-2001,0.433,0.434,0.3425,0.00034745,0.093530688,0.001634463,0.002116465,0.002862487,0.005766667,0.013116667,0.160977262,0.528383333,0.001156649,0.00347582
06-09-2001,0.392,0.4095,0.3835,0.000450858,0.03101358,0.001612104,0.002102856,0.002838475,0.0066,0.0122,0.222306872,0.522783333,0.001122099,0.003451752
07-09-2001,0.398,0.4305,0.3925,0.000525311,0.030835909,0.00158786,0.002088436,0.002816936,0.005833333,0.0122,0.185266301,0.516416667,0.001094829,0.003428812
10-09-2001,0.42,0.4325,0.403,0.000550129,0.025049913,0.001562739,0.002070129,0.00279749,0.006033333,0.012066667,0.198501991,0.510383333,0.001071001,0.003406397
17-09-2001,0.365,0.4025,0.3525,0.000314359,0.046371413,0.001533541,0.002050455,0.002775457,0.005533333,0.013966667,0.131945985,0.50195,0.001032719,0.003381389
18-09-2001,0.3795,0.3875,0.3625,0.000272996,0.027011929,0.0015018,0.002030805,0.002748507,0.005533333,0.0142,0.127441204,0.493283333,0.000994101,0.003356135
19-09-2001,0.3675,0.3725,0.332,0.000277133,0.041261109,0.0014719,0.002010229,0.002722749,0.00555,0.0142,0.128256499,0.484633333,0.000958254,0.003331181
20-09-2001,0.3555,0.382,0.3525,0.000312291,0.037626018,0.001437748,0.001991249,0.002700898,0.005833333,0.013683333,0.152258316,0.476783333,0.000927105,0.003306896
21-09-2001,0.3475,0.386,0.3345,0.000312291,0.056610866,0.001403595,0.001971321,0.002676674,0.005833333,0.013616667,0.153633768,0.469,0.000897966,0.003282853
24-09-2001,0.385,0.3915,0.367,0.000308155,0.02184599,0.001366988,0.001952874,0.002655227,0.005833333,0.013233333,0.161729276,0.4616,0.000870426,0.003258999
25-09-2001,0.3745,0.3785,0.351,0.000231633,0.020718493,0.001329635,0.001933942,0.002633396,0.005833333,0.01335,0.159231176,0.454083333,0.000839473,0.003234469
26-09-2001,0.36,0.3615,0.3,7.86E-05,0.034083801,0.001290222,0.001912116,0.002608233,0.005833333,0.013766667,0.150552159,0.44615,0.000800136,0.003208354
27-09-2001,0.3235,0.332,0.2835,4.76E-05,0.036003642,0.001245109,0.001887373,0.00258436,0.005833333,0.012933333,0.168295584,0.43905,0.000761232,0.003182128
28-09-2001,0.3125,0.3235,0.2915,0,0.030284498,0.00119684,0.001861589,0.00256238,0.005833333,0.012466667,0.178937761,0.432416667,0.000721612,0.003155594
01-10-2001,0.2955,0.305,0.2755,8.27E-06,0.034796731,0.001152999,0.001836731,0.00254325,0.005616667,0.012466667,0.167979087,0.425566667,0.000685109,0.003129424
02-10-2001,0.3085,0.3085,0.2975,2.27E-05,0.024374223,0.001107974,0.001810161,0.002521641,0.00505,0.012466667,0.138036234,0.41815,0.000651943,0.003103687
03-10-2001,0.3085,0.3605,0.301,0.000163384,0.022870743,0.00106764,0.001786645,0.002498545,0.006183333,0.011716667,0.214753144,0.412616667,0.000630456,0.003079886
04-10-2001,0.3545,0.3935,0.334,0.000221292,0.026784007,0.00102621,0.00176549,0.002475095,0.00665,0.011266667,0.249291642,0.408,0.000614283,0.003057014
05-10-2001,0.3485,0.395,0.337,0.000254383,0.025351866,0.000983333,0.001747414,0.002454492,0.006616667,0.011266667,0.247717972,0.40335,0.000601398,0.003034765
08-10-2001,0.3535,0.365,0.3455,0.000237838,0.016528851,0.00094427,0.001730055,0.002435111,0.005933333,0.0114,0.210550923,0.397883333,0.000588222,0.00301254
09-10-2001,0.3555,0.356,0.3335,0.000194406,0.011291574,0.000921692,0.001712071,0.002415234,0.005933333,0.0109,0.224201834,0.392916667,0.00057295,0.002990017
10-10-2001,0.345,0.3655,0.34,0.000266792,0.012753776,0.00090306,0.001698022,0.002399528,0.006,0.0109,0.227631277,0.388016667,0.000563573,0.002968583
11-10-2001,0.377,0.408,0.375,0.000388813,0.028876136,0.000883419,0.001684852,0.002386581,0.006983333,0.00995,0.304658639,0.38505,0.000563078,0.00294882
12-10-2001,0.388,0.4075,0.3735,0.000434312,0.015168496,0.000865093,0.001670826,0.002375852,0.00635,0.00995,0.274005815,0.38145,0.000565701,0.002929798
15-10-2001,0.412,0.46,0.4115,0.000601833,0.037493662,0.000849003,0.00165717,0.002367999,0.0077,0.009783333,0.342275302,0.379366667,0.000579518,0.002912966
16-10-2001,0.4615,0.4875,0.4555,0.000742467,0.036143177,0.000836158,0.001645227,0.002360527,0.008833333,0.009516667,0.397269503,0.378683333,0.000601983,0.002897983
17-10-2001,0.499,0.4995,0.4425,0.000610105,0.039066684,0.000820463,0.001627961,0.002350545,0.008833333,0.009283333,0.405593505,0.378233333,0.00061402,0.002881567
18-10-2001,0.4455,0.4615,0.419,0.000517038,0.018408312,0.000804154,0.001609954,0.00234008,0.008833333,0.0092,0.408618566,0.377866667,0.000618967,0.002864202
19-10-2001,0.4245,0.426,0.375,0.000421903,0.030319943,0.000786004,0.001592387,0.00232842,0.008416667,0.009966667,0.365667073,0.376316667,0.000617143,0.002845873
22-10-2001,0.4035,0.4415,0.402,0.000579083,0.01789459,0.000772281,0.001573917,0.002319965,0.009683333,0.009383333,0.432830247,0.376616667,0.000626098,0.002829605
23-10-2001,0.4625,0.48,0.4425,0.000740399,0.054243705,0.000763294,0.001556465,0.002314579,0.010983333,0.007816667,0.535341056,0.379783333,0.000645417,0.002815426
24-10-2001,0.4025,0.4075,0.37,0.000345382,0.11863533,0.000748081,0.001534292,0.002302227,0.01015,0.011,0.395289006,0.378933333,0.000636696,0.002796668
25-10-2001,0.3695,0.389,0.3575,0.000372268,0.040506453,0.000736288,0.00151603,0.002292604,0.009766667,0.011,0.382399472,0.3777,0.000630361,0.002778418
26-10-2001,0.3815,0.4006,0.3755,0.000328836,0.026277015,0.000725809,0.001494899,0.002283887,0.009566667,0.01135,0.36503373,0.375916667,0.000621489,0.002759831
29-10-2001,0.3805,0.383,0.352,0.000223361,0.022028149,0.00071235,0.001471985,0.002274067,0.009566667,0.0103,0.397488428,0.375183333,0.000606035,0.002740169
30-10-2001,0.3505,0.3515,0.316,9.31E-05,0.04399483,0.000694331,0.001447705,0.002261672,0.009566667,0.011016667,0.374978078,0.373733333,0.00058274,0.002719145
31-10-2001,0.3395,0.351,0.3275,0.000208884,0.033614496,0.000680741,0.00142581,0.002249821,0.010466667,0.011016667,0.405081818,0.373183333,0.000568804,0.002699714
01-11-2001,0.354,0.355,0.33,0.000202679,0.021549871,0.000668202,0.001404887,0.002237309,0.010183333,0.011066667,0.39436295,0.3723,0.000555346,0.002680403
02-11-2001,0.3475,0.3475,0.3335,0.000153043,0.015472243,0.000653822,0.001383084,0.002223642,0.010183333,0.011466667,0.382475786,0.371016667,0.000539389,0.00266069
05-11-2001,0.355,0.36,0.348,0.000210952,0.027193639,0.000638872,0.001362924,0.002209858,0.01065,0.011433333,0.398455804,0.370233333,0.00052839,0.002641866
06-11-2001,0.354,0.3565,0.3455,0.000223361,0.024036826,0.000626421,0.001344848,0.002195758,0.01075,0.010816667,0.420192763,0.370166667,0.000518942,0.002623377
07-11-2001,0.3505,0.384,0.35,0.00030195,0.042467123,0.000614277,0.00132816,0.002180732,0.011383333,0.009583333,0.479899147,0.371966667,0.000515435,0.002606012
08-11-2001,0.383,0.3835,0.337,0.000206815,0.041467944,0.000602616,0.001311611,0.002164588,0.011383333,0.0101,0.462368661,0.37325,0.000505701,0.002587682
09-11-2001,0.3525,0.361,0.3485,0.000237838,0.018643862,0.000588981,0.00129733,0.002150421,0.011633333,0.009716667,0.482532687,0.375166667,0.000498699,0.002569905
12-11-2001,0.358,0.362,0.34,0.000223361,0.016054163,0.000575478,0.001284739,0.002135601,0.011566667,0.009833333,0.476640889,0.3769,0.000491167,0.002552132
13-11-2001,0.372,0.3765,0.36,0.000272996,0.026440778,0.000563728,0.001274231,0.002117442,0.01185,0.009833333,0.484702164,0.378916667,0.000487487,0.00253513
14-11-2001,0.3815,0.4745,0.38,0.00072799,0.131385522,0.000565044,0.001269903,0.002105603,0.014383333,0.009833333,0.548396059,0.383466667,0.000514907,0.002523733
15-11-2001,0.461,0.495,0.4375,0.000636991,0.092907487,0.000566622,0.001261849,0.002092594,0.013916667,0.010566667,0.514120033,0.386816667,0.000534386,0.002511362
16-11-2001,0.4605,0.4675,0.4375,0.00061631,0.057482175,0.000566666,0.00125229,0.00207868,0.01365,0.010733333,0.502566632,0.389733333,0.000551205,0.002498867
19-11-2001,0.4675,0.475,0.45,0.000665946,0.04394458,0.000569296,0.00124486,0.002066545,0.01405,0.0106,0.516222308,0.393183333,0.000570305,0.002487089
20-11-2001,0.4535,0.465,0.43,0.000543924,0.032357783,0.000573461,0.001235116,0.002055699,0.01405,0.011233333,0.497053172,0.396,0.000579897,0.002473971
21-11-2001,0.437,0.4485,0.402,0.000585288,0.039286979,0.000576311,0.001224816,0.002046424,0.0138,0.011233333,0.491095992,0.398566667,0.000591676,0.002461477
23-11-2001,0.4453,0.457,0.428,0.000643196,0.017153394,0.00057881,0.001213336,0.002039831,0.013283333,0.011233333,0.478399489,0.400616667,0.000606622,0.0024498
26-11-2001,0.4915,0.611,0.49,0.001290528,0.227637808,0.000594505,0.00120836,0.002037057,0.018133333,0.011233333,0.579996148,0.407516667,0.000664513,0.002445973
27-11-2001,0.6025,0.6126,0.561,0.001139553,0.152893671,0.000611998,0.00120218,0.002031664,0.016783333,0.01245,0.521776074,0.41185,0.000708428,0.002440381
28-11-2001,0.562,0.62,0.559,0.001162303,0.216684089,0.000630849,0.001195375,0.002027419,0.015833333,0.01245,0.502570418,0.415233333,0.000751053,0.002435116
29-11-2001,0.5945,0.595,0.5395,0.001071304,0.089870468,0.000647684,0.001188478,0.002023403,0.015833333,0.012116667,0.511534045,0.41895,0.000784755,0.002428817
30-11-2001,0.565,0.5775,0.54,0.001106462,0.038871515,0.000664519,0.001179336,0.002020843,0.016116667,0.011366667,0.538289598,0.4237,0.000818668,0.002423
03-12-2001,0.551,0.554,0.524,0.000934806,0.041616004,0.000677716,0.001168272,0.002015851,0.016116667,0.011983333,0.521011534,0.427833333,0.00083875,0.002415189
04-12-2001,0.5465,0.6025,0.5355,0.00123262,0.064016545,0.000697313,0.001159292,0.002013585,0.01725,0.011983333,0.543208609,0.4331,0.000877737,0.002411016
05-12-2001,0.62,0.6401,0.5875,0.001197461,0.10608436,0.000717787,0.001150381,0.002010251,0.01595,0.012266667,0.509897392,0.436783333,0.000911823,0.002406463
06-12-2001,0.602,0.62,0.5925,0.001267778,0.054872734,0.000742995,0.001142882,0.002007264,0.016516667,0.009083333,0.617188931,0.444216667,0.00094848,0.002402796
07-12-2001,0.6145,0.615,0.575,0.00118712,0.030676632,0.000767152,0.001131819,0.002004801,0.0163,0.009733333,0.59159647,0.450783333,0.000977301,0.002398202
10-12-2001,0.5775,0.6075,0.572,0.001174711,0.037074159,0.000792054,0.001119482,0.002003743,0.0163,0.009483333,0.599747338,0.4576,0.001003421,0.002393505
11-12-2001,0.6,0.6215,0.589,0.001296733,0.062290976,0.000819367,0.001110756,0.002004119,0.017283333,0.008633333,0.646321553,0.46625,0.001036133,0.002390313
12-12-2001,0.6215,0.625,0.5815,0.001228483,0.035106759,0.000844926,0.00110048,0.002004084,0.017283333,0.008133333,0.663935022,0.4754,0.001062104,0.002386337
13-12-2001,0.577,0.59,0.5425,0.001017532,0.034211671,0.000863033,0.001088745,0.002002936,0.01635,0.009833333,0.589344496,0.481916667,0.001072092,0.00237988
14-12-2001,0.555,0.56,0.5035,0.001040281,0.043854846,0.000880394,0.001076038,0.002001769,0.016533333,0.009783333,0.594449977,0.488666667,0.001082978,0.002373759
17-12-2001,0.555,0.557,0.509,0.001000987,0.037455525,0.00089622,0.001061758,0.002000598,0.016533333,0.0097,0.597129392,0.4955,0.001090496,0.00236723
18-12-2001,0.5525,0.568,0.531,0.001011327,0.031870083,0.000912617,0.001049792,0.002001435,0.01615,0.0097,0.58976767,0.50195,0.001098231,0.002360889
19-12-2001,0.5365,0.5575,0.5255,0.000980305,0.030299753,0.000929277,0.001046667,0.002001774,0.01605,0.00995,0.579764626,0.50805,0.001103363,0.00235424
20-12-2001,0.5285,0.5416,0.507,0.000864488,0.03409771,0.000941947,0.001043519,0.00200196,0.015416667,0.010883333,0.537979505,0.512583333,0.001100307,0.002346274
21-12-2001,0.5155,0.553,0.5,0.000833466,0.061384218,0.000951373,0.001038126,0.001998691,0.015416667,0.010366667,0.553750215,0.517633333,0.001095345,0.002338017
24-12-2001,0.5075,0.511,0.4755,0.000798307,0.026861178,0.000959089,0.001032525,0.001996144,0.015166667,0.01065,0.539712455,0.52215,0.001088318,0.002329421
26-12-2001,0.5485,0.5645,0.5435,0.001060963,0.08049873,0.000968822,0.001029169,0.001994712,0.017283333,0.010533333,0.585165142,0.5289,0.00109956,0.00232405
27-12-2001,0.5665,0.5745,0.5285,0.000957555,0.047508333,0.000973381,0.001024795,0.001993358,0.016883333,0.011366667,0.553359033,0.534416667,0.001103063,0.002317496
28-12-2001,0.5455,0.554,0.5343,0.0010196,0.044884535,0.000982062,0.001021091,0.001991677,0.013716667,0.011366667,0.485160208,0.536766667,0.001110548,0.002311749
31-12-2001,0.5535,0.5595,0.537,0.001003055,0.025937375,0.000992364,0.001017921,0.001991919,0.013716667,0.010766667,0.503152611,0.539716667,0.001116428,0.002305861
02-01-2002,0.5468,0.55,0.5245,0.001032009,0.02809456,0.001005297,0.001015166,0.001991869,0.01395,0.0106,0.513870604,0.543066667,0.001123892,0.002300378
03-01-2002,0.5565,0.597,0.5525,0.001226415,0.047572492,0.00101902,0.001015166,0.001993455,0.015116667,0.0106,0.540169142,0.547583333,0.001144062,0.002297272
04-01-2002,0.601,0.62,0.5975,0.001298801,0.055759298,0.001030857,0.001016671,0.001995165,0.0157,0.009616667,0.583573756,0.553666667,0.00116784,0.002295062
07-01-2002,0.604,0.6258,0.604,0.001317414,0.053528083,0.001051462,0.001019518,0.001996834,0.015516667,0.009616667,0.579853657,0.559566667,0.001191347,0.002293097
08-01-2002,0.6135,0.616,0.5875,0.001216075,0.025976408,0.00106935,0.001022735,0.001998514,0.01505,0.010433333,0.543882944,0.564183333,0.001206463,0.00228994
09-01-2002,0.598,0.6085,0.565,0.001149894,0.047686004,0.001086754,0.001026392,0.002000108,0.009833333,0.010966667,0.385690756,0.56305,0.001216115,0.002286024
10-01-2002,0.583,0.5835,0.5435,0.001048554,0.035331541,0.001104247,0.001028521,0.002001403,0.009833333,0.010566667,0.398136257,0.562316667,0.00121827,0.002280936
11-01-2002,0.5515,0.567,0.5465,0.001046486,0.018065083,0.001124458,0.001029678,0.002002451,0.00965,0.010583333,0.391301917,0.561383333,0.001220146,0.002275874
14-01-2002,0.54,0.5415,0.5045,0.000856216,0.0256767,0.00113818,0.001029748,0.002002354,0.00965,0.011383333,0.366946988,0.55965,0.001208995,0.002268588
15-01-2002,0.517,0.521,0.508,0.000893443,0.021709147,0.001152823,0.001030859,0.002001544,0.009666667,0.011383333,0.3675223,0.557933333,0.001201089,0.002261821
16-01-2002,0.5005,0.5005,0.4515,0.000653537,0.066347813,0.001163433,0.001028868,0.00199842,0.009666667,0.011933333,0.351823057,0.555666667,0.00117742,0.002252253
17-01-2002,0.491,0.4925,0.47,0.000779694,0.073480246,0.001175489,0.001027341,0.0019971,0.008283333,0.011933333,0.301069039,0.552016667,0.001163835,0.002244289
18-01-2002,0.48,0.5275,0.4695,0.000866557,0.050442159,0.001189124,0.001027966,0.001997299,0.008983333,0.01165,0.335508887,0.54935,0.001157019,0.002237441
22-01-2002,0.637,0.6401,0.6075,0.001371186,0.253014808,0.00121179,0.00103352,0.00200025,0.012483333,0.01165,0.445448038,0.550183333,0.001184871,0.002236692
23-01-2002,0.6245,0.63,0.595,0.0013443,0.079738699,0.001235902,0.001040094,0.002004445,0.012483333,0.011216667,0.458145945,0.55145,0.001209102,0.002235628
24-01-2002,0.6375,0.703,0.6355,0.001662796,0.104171244,0.001266109,0.001048843,0.002011143,0.01505,0.011116667,0.523176307,0.555383333,0.001253374,0.002238381
25-01-2002,0.678,0.7695,0.6695,0.001751726,0.134703854,0.001298508,0.001058818,0.002018662,0.014783333,0.011116667,0.517303573,0.55905,0.001300821,0.002242169
28-01-2002,0.743,0.7885,0.738,0.001970951,0.102119046,0.001334501,0.001071618,0.002026605,0.01655,0.010566667,0.570390707,0.565033333,0.001360078,0.002248539
29-01-2002,0.777,0.7775,0.6985,0.001706227,0.089708499,0.001355238,0.00108326,0.002033888,0.01655,0.011,0.55750206,0.570583333,0.001397555,0.002251682
30-01-2002,0.699,0.7125,0.66,0.001640046,0.065037709,0.001376501,0.001095318,0.002037274,0.016366667,0.011533333,0.538561967,0.575416667,0.001428125,0.002254003
31-01-2002,0.706,0.7245,0.6705,0.001700023,0.045920504,0.001399474,0.00110747,0.002039988,0.01685,0.011216667,0.557005759,0.58105,0.001460791,0.002257018
01-02-2002,0.7035,0.7045,0.6675,0.001604887,0.033878761,0.001419378,0.001119366,0.002040498,0.016766667,0.011983333,0.533956232,0.585833333,0.001484897,0.002258866
04-02-2002,0.6455,0.6545,0.6215,0.001356709,0.084718891,0.001436608,0.001130661,0.002037834,0.016766667,0.013733333,0.489030806,0.588866667,0.001490614,0.00225773
05-02-2002,0.599,0.6145,0.558,0.001143689,0.063102608,0.001448445,0.001138415,0.002034684,0.016766667,0.014516667,0.470549801,0.591116667,0.001481512,0.002254061
06-02-2002,0.595,0.6,0.56,0.001094053,0.038615775,0.001458002,0.00114478,0.002030352,0.016766667,0.014666667,0.467115964,0.593216667,0.001469632,0.002249834
07-02-2002,0.5625,0.5925,0.553,0.001089917,0.031056652,0.00145375,0.001150821,0.002023754,0.016766667,0.014416667,0.472857378,0.595566667,0.001458237,0.0022456
08-02-2002,0.5755,0.6335,0.575,0.001354641,0.026174719,0.001458309,0.001162463,0.002019434,0.016783333,0.014416667,0.473188953,0.597933333,0.001465533,0.002244572
11-02-2002,0.632,0.675,0.627,0.001515957,0.041323922,0.001465806,0.001176373,0.002016347,0.018083333,0.013583333,0.517662799,0.602433333,0.001483301,0.002245481
12-02-2002,0.6515,0.662,0.625,0.001433231,0.032339837,0.001473478,0.001189311,0.002012238,0.017583333,0.01425,0.492560818,0.605766667,0.001494311,0.002245393
13-02-2002,0.655,0.6665,0.653,0.001513889,0.025979549,0.001482115,0.001202759,0.002009263,0.018233333,0.014116667,0.507693177,0.609883333,0.001510082,0.002246269
14-02-2002,0.667,0.713,0.665,0.00163591,0.040516772,0.001496977,0.001217572,0.002006512,0.018983333,0.014116667,0.520968229,0.61475,0.001533111,0.002248595
15-02-2002,0.6955,0.702,0.6635,0.001538707,0.031473014,0.001503466,0.001231343,0.002003997,0.017416667,0.0149,0.474545305,0.617266667,0.001548062,0.002249736
19-02-2002,0.6475,0.692,0.64,0.00145598,0.036079467,0.001508946,0.001245045,0.002001183,0.016833333,0.015566667,0.448512018,0.618533333,0.001556437,0.002249877
20-02-2002,0.6595,0.67,0.6075,0.00144564,0.034842046,0.001512716,0.001260344,0.001997673,0.016683333,0.01565,0.443721713,0.619566667,0.001563571,0.002249893
21-02-2002,0.6455,0.6825,0.645,0.001507684,0.036008578,0.001519512,0.001276685,0.001993154,0.017183333,0.014833333,0.471540629,0.621916667,0.001574452,0.002250651
22-02-2002,0.6525,0.6615,0.635,0.001468389,0.034165907,0.001525737,0.001293118,0.001988124,0.017183333,0.014616667,0.476450176,0.624483333,0.001581966,0.002250931
25-02-2002,0.6545,0.687,0.65,0.001604887,0.024606183,0.001532269,0.001310986,0.001984364,0.018283333,0.0138,0.516075178,0.628966667,0.001598254,0.00225284
26-02-2002,0.6755,0.7245,0.6725,0.001743454,0.036159778,0.001543186,0.001330243,0.00198043,0.0194,0.013783333,0.535892836,0.634583333,0.00162289,0.002256385
27-02-2002,0.7275,0.7365,0.706,0.001716568,0.037232987,0.001558004,0.001347625,0.001977131,0.0194,0.012466667,0.568324262,0.641516667,0.001644113,0.002259574
28-02-2002,0.7145,0.7375,0.6965,0.001681409,0.026031594,0.001571595,0.001363966,0.001974542,0.0191,0.01275,0.556105863,0.647866667,0.001661582,0.002262311
01-03-2002,0.7065,0.77,0.706,0.001948201,0.042953925,0.001591674,0.001382922,0.001975015,0.02125,0.010816667,0.64068384,0.6583,0.00169602,0.002268208
04-03-2002,0.771,0.8245,0.77,0.00217363,0.061367622,0.001616313,0.001404586,0.001977331,0.02205,0.010816667,0.651707329,0.669533333,0.001743528,0.002276741
05-03-2002,0.8,0.834,0.7765,0.002068154,0.038395031,0.001639373,0.001425555,0.001978937,0.02135,0.011666667,0.619150218,0.679216667,0.001780815,0.002283928
06-03-2002,0.741,0.8295,0.741,0.002142607,0.06286661,0.001666467,0.001446548,0.001982671,0.017883333,0.011666667,0.563494053,0.685433333,0.001820748,0.002291933
07-03-2002,0.8205,0.8475,0.77,0.001995769,0.0404571,0.001691106,0.001464532,0.001985261,0.017883333,0.012633333,0.537755996,0.690683333,0.001848144,0.002298104
08-03-2002,0.8125,0.848,0.7965,0.002146744,0.041207269,0.001719691,0.001483696,0.001988025,0.016533333,0.012633333,0.512029956,0.694583333,0.001884013,0.002306018
11-03-2002,0.802,0.844,0.793,0.002221197,0.028599309,0.001744286,0.001501819,0.001990427,0.016416667,0.012633333,0.509694472,0.698366667,0.001922618,0.002314743
12-03-2002,0.8175,0.8295,0.802,0.002138471,0.024087525,0.001769319,0.001517442,0.001992407,0.01465,0.0133,0.454691908,0.699716667,0.001953121,0.002322392
13-03-2002,0.8025,0.817,0.782,0.002020586,0.023819672,0.001790538,0.001533227,0.00199161,0.01465,0.012116667,0.485802891,0.70225,0.00197366,0.002328556
14-03-2002,0.7495,0.775,0.714,0.001759999,0.066934215,0.001806584,0.001547138,0.001989406,0.01465,0.013683333,0.445170967,0.703216667,0.001975199,0.002331546
15-03-2002,0.7135,0.7145,0.6775,0.001666932,0.054153074,0.001820043,0.001561071,0.001987452,0.014166667,0.014433333,0.416008686,0.70295,0.001970325,0.002333394
18-03-2002,0.7075,0.764,0.707,0.001869611,0.034728534,0.001833678,0.001575514,0.001985286,0.0158,0.013666667,0.470868605,0.705083333,0.001979514,0.002337645
19-03-2002,0.7575,0.77,0.728,0.001797226,0.020830211,0.001844244,0.001587341,0.00198226,0.0158,0.01225,0.507227109,0.708633333,0.0019832,0.002340989
20-03-2002,0.724,0.7565,0.715,0.001764135,0.03108761,0.001853713,0.001603219,0.001978874,0.0158,0.0108,0.548451638,0.713633333,0.001984404,0.002343904
21-03-2002,0.731,0.762,0.728,0.001902702,0.023961001,0.001868269,0.001620346,0.001978264,0.016916667,0.0104,0.582412702,0.72015,0.001994928,0.002348446
22-03-2002,0.756,0.7802,0.755,0.001977155,0.022139867,0.001885805,0.001638793,0.00197682,0.017516667,0.010366667,0.59440576,0.7273,0.002009824,0.002353833
25-03-2002,0.7735,0.7865,0.736,0.001813771,0.021830736,0.001902026,0.001656592,0.001974069,0.015383333,0.011683333,0.514033928,0.731,0.002012677,0.002357213
26-03-2002,0.732,0.7725,0.7275,0.001832384,0.020967951,0.001918686,0.001676057,0.001971479,0.014233333,0.011683333,0.488318379,0.73355,0.002016608,0.002360782
27-03-2002,0.695,0.7175,0.685,0.001712431,0.035444156,0.001936836,0.001692883,0.001968753,0.014233333,0.011983333,0.479880828,0.7358,0.002012149,0.002362883
28-03-2002,0.72,0.7325,0.7125,0.001722772,0.012567131,0.001954417,0.001709895,0.001966649,0.013666667,0.011983333,0.466323142,0.737483333,0.00200868,0.002365086
