date,open,high,low,close,volume
10-12-2003,2.4725,2.5085,2.4155,2.46,9254813
11-12-2003,2.463,2.5575,2.4595,2.54,9418832
12-12-2003,2.5495,2.5655,2.496,2.5495,6196235
15-12-2003,2.6025,2.6125,2.5025,2.5205,9677122
16-12-2003,2.48,2.49,2.4315,2.475,10558080
17-12-2003,2.4735,2.4805,2.35,2.379,13857619
18-12-2003,2.3805,2.4445,2.3725,2.4375,10750680
19-12-2003,2.44,2.4705,2.413,2.462,8049788
22-12-2003,2.449,2.505,2.435,2.4945,7799888
23-12-2003,2.501,2.631,2.4885,2.624,11004930
24-12-2003,2.615,2.694,2.6075,2.666,5659704
26-12-2003,2.707,2.747,2.657,2.6735,7078580
29-12-2003,2.6895,2.692,2.6065,2.6735,8059788
30-12-2003,2.659,2.675,2.63,2.6415,5152153
31-12-2003,2.641,2.674,2.62,2.631,5308465
02-01-2004,2.638,2.6565,2.5715,2.595,6637470
05-01-2004,2.6,2.68,2.5685,2.6635,11284250
06-01-2004,2.6555,2.675,2.637,2.6515,5985669
07-01-2004,2.609,2.633,2.547,2.595,9241422
08-01-2004,2.6045,2.6048,2.5015,2.512,10320260
09-01-2004,2.4885,2.6075,2.455,2.5795,12779200
12-01-2004,2.5825,2.6515,2.54,2.6475,9450845
13-01-2004,2.6335,2.7495,2.6205,2.7455,14522210
14-01-2004,2.731,2.7995,2.7075,2.79,11081540
15-01-2004,2.7365,2.839,2.731,2.809,12217250
16-01-2004,2.8115,2.8185,2.7635,2.786,9114115
20-01-2004,2.7785,2.842,2.7705,2.8305,7749863
21-01-2004,2.8075,2.847,2.782,2.81,6785161
22-01-2004,2.8405,2.891,2.812,2.859,10672830
23-01-2004,2.855,2.8805,2.831,2.8555,6038984
26-01-2004,2.8405,2.86,2.815,2.8515,5565979
27-01-2004,2.8375,2.887,2.783,2.787,13058500
28-01-2004,2.687,2.7225,2.581,2.598,21581490
29-01-2004,2.6015,2.603,2.43,2.461,22485961
30-01-2004,2.465,2.5685,2.465,2.52,11408360
02-02-2004,2.528,2.5325,2.3975,2.4135,11593020
03-02-2004,2.4095,2.414,2.226,2.247,27672971
04-02-2004,2.24,2.2955,2.215,2.2695,21602350
05-02-2004,2.3015,2.3545,2.2952,2.302,13187540
06-02-2004,2.31,2.3365,2.2755,2.3175,6507995
09-02-2004,2.3375,2.34,2.285,2.293,6148205
10-02-2004,2.2925,2.3125,2.2755,2.2795,4948966
11-02-2004,2.293,2.3682,2.277,2.357,7881627
12-02-2004,2.35,2.405,2.3355,2.353,6757648
13-02-2004,2.3645,2.385,2.312,2.319,5431614
17-02-2004,2.307,2.3225,2.24,2.2765,11042520
18-02-2004,2.268,2.2685,2.232,2.2435,7953492
19-02-2004,2.2575,2.308,2.2325,2.2325,7442421
20-02-2004,2.24,2.269,2.2365,2.2585,7475273
23-02-2004,2.2595,2.2626,2.1675,2.1984,9341664
24-02-2004,2.195,2.197,2.1115,2.116,11095220
25-02-2004,2.125,2.1645,2.125,2.147,7155804
26-02-2004,2.15,2.1925,2.15,2.1825,5962231
27-02-2004,2.1715,2.18,2.126,2.1505,7163979
01-03-2004,2.144,2.174,2.129,2.1485,4967428
02-03-2004,2.1365,2.1745,2.093,2.1005,6966529
03-03-2004,2.086,2.169,2.0825,2.1585,9602788
04-03-2004,2.158,2.2235,2.155,2.2195,7380074
05-03-2004,2.186,2.2415,2.1765,2.2045,6426434
08-03-2004,2.1995,2.253,2.1565,2.175,6608409
09-03-2004,2.164,2.1945,2.1135,2.1355,6594021
10-03-2004,2.136,2.16,2.073,2.0775,6932693
11-03-2004,2.0545,2.1185,2.052,2.064,7057037
12-03-2004,2.0675,2.1305,2.065,2.122,6223786
15-03-2004,2.113,2.14,2.046,2.054,6612144
16-03-2004,2.073,2.118,2.063,2.1065,6218116
17-03-2004,2.15,2.1725,2.1295,2.14,5107204
18-03-2004,2.1265,2.16,2.1105,2.1505,5724281
19-03-2004,2.154,2.1875,2.1315,2.14,5755523
22-03-2004,2.0875,2.0925,2.0255,2.0425,8981209
23-03-2004,2.0605,2.087,1.9925,2.0115,11230060
24-03-2004,2.0175,2.019,1.9575,1.9815,7875817
25-03-2004,2,2.11,2,2.0995,7112665
26-03-2004,2.1005,2.1245,2.0645,2.085,5740394
29-03-2004,2.1035,2.14,2.0985,2.138,5561931
30-03-2004,2.1355,2.1965,2.128,2.19,5453372
31-03-2004,2.1925,2.2,2.1475,2.164,4675082
01-04-2004,2.172,2.242,2.165,2.237,6508422
02-04-2004,2.2935,2.3125,2.2625,2.3045,8148054
05-04-2004,2.2835,2.3545,2.2795,2.348,5939097
06-04-2004,2.3155,2.3485,2.2875,2.322,5916222
07-04-2004,2.31,2.34,2.2695,2.2925,4551251
08-04-2004,2.392,2.4075,2.35,2.405,8879688
12-04-2004,2.4025,2.4185,2.3785,2.398,4345828
13-04-2004,2.4,2.417,2.318,2.329,5724315
14-04-2004,2.299,2.383,2.299,2.3395,6150600
15-04-2004,2.347,2.38,2.3,2.3495,5603251
16-04-2004,2.3535,2.355,2.2667,2.275,8393463
19-04-2004,2.2675,2.3635,2.256,2.3555,5352403
20-04-2004,2.381,2.3905,2.259,2.26,9376067
21-04-2004,2.2625,2.3245,2.2455,2.286,6060412
22-04-2004,2.2975,2.455,2.2945,2.443,15802720
23-04-2004,2.299,2.3444,2.2755,2.3145,14603899
26-04-2004,2.3125,2.388,2.3075,2.3625,7314168
27-04-2004,2.3815,2.44,2.3395,2.4,8995818
28-04-2004,2.381,2.4175,2.332,2.3485,6131676
29-04-2004,2.345,2.354,2.2755,2.3095,9039531
30-04-2004,2.303,2.3175,2.1655,2.18,9850430
03-05-2004,2.1885,2.2575,2.1705,2.2205,6923343
04-05-2004,2.2205,2.2285,2.185,2.1975,7292520
05-05-2004,2.1985,2.2525,2.1975,2.213,4891687
06-05-2004,2.178,2.2125,2.1385,2.157,7823724
07-05-2004,2.148,2.209,2.084,2.095,9288656
10-05-2004,2.0625,2.1074,2.0285,2.063,10312140
11-05-2004,2.0955,2.152,2.095,2.135,7595504
12-05-2004,2.099,2.1575,2.0625,2.151,7487127
13-05-2004,2.123,2.2065,2.1125,2.1805,8282505
14-05-2004,2.1825,2.196,2.138,2.1525,5129626
17-05-2004,2.112,2.1295,2.085,2.104,6628153
18-05-2004,2.112,2.12,2.0915,2.0995,5604397
19-05-2004,2.1189,2.1635,2.0735,2.0845,7379319
20-05-2004,2.0825,2.0985,2.04,2.049,5926266
21-05-2004,2.059,2.074,2.0275,2.0585,5273477
24-05-2004,2.062,2.115,2.0585,2.0815,5078341
25-05-2004,2.0875,2.193,2.0695,2.181,7222441
26-05-2004,2.1845,2.25,2.1835,2.2345,7419645
27-05-2004,2.263,2.3915,2.2425,2.381,14175191
28-05-2004,2.3635,2.434,2.344,2.425,10625330
01-06-2004,2.394,2.5225,2.385,2.5115,12941900
02-06-2004,2.5175,2.5605,2.4885,2.5175,12473490
03-06-2004,2.494,2.5175,2.466,2.47,8345813
04-06-2004,2.5105,2.5755,2.5,2.5475,12585550
07-06-2004,2.5795,2.5995,2.5325,2.588,7710660
08-06-2004,2.57,2.606,2.555,2.597,5993194
09-06-2004,2.58,2.5915,2.5005,2.512,6579371
10-06-2004,2.518,2.5235,2.463,2.497,7208974
14-06-2004,2.4725,2.4995,2.452,2.4625,5180842
15-06-2004,2.487,2.53,2.4745,2.5055,6912444
16-06-2004,2.5055,2.5375,2.4955,2.5285,4097550
17-06-2004,2.5245,2.5455,2.4705,2.4885,5875764
18-06-2004,2.485,2.514,2.47,2.48,4427389
21-06-2004,2.4795,2.515,2.4625,2.4885,4490227
22-06-2004,2.4815,2.4895,2.412,2.45,8120492
23-06-2004,2.439,2.55,2.4175,2.5405,7594801
24-06-2004,2.55,2.597,2.5345,2.551,6760724
25-06-2004,2.551,2.5965,2.5435,2.59,7648239
28-06-2004,2.61,2.702,2.61,2.6695,11503850
29-06-2004,2.6625,2.697,2.6325,2.6855,8593921
30-06-2004,2.685,2.735,2.671,2.72,6912096
01-07-2004,2.689,2.702,2.6025,2.628,7219680
02-07-2004,2.63,2.662,2.5915,2.6295,4862314
06-07-2004,2.62,2.63,2.5245,2.562,6156891
07-07-2004,2.5395,2.6015,2.512,2.55,6543082
08-07-2004,2.427,2.4985,2.4235,2.475,10034400
09-07-2004,2.499,2.5001,2.391,2.416,8033485
12-07-2004,2.4075,2.4675,2.4015,2.4525,7073691
13-07-2004,2.4575,2.499,2.4435,2.48,4908792
14-07-2004,2.453,2.52,2.4445,2.475,5065759
15-07-2004,2.4785,2.4835,2.406,2.4335,5247216
16-07-2004,2.4495,2.453,2.339,2.355,9283079
19-07-2004,2.363,2.363,2.2575,2.301,9856318
20-07-2004,2.307,2.3925,2.306,2.3495,7626213
21-07-2004,2.366,2.38,2.226,2.238,9339309
22-07-2004,2.182,2.3035,2.182,2.291,16435699
23-07-2004,2.123,2.138,1.978,1.999,35928312
26-07-2004,2,2.012,1.9165,1.939,13972320
27-07-2004,1.96,1.9955,1.94,1.9555,10534830
28-07-2004,1.961,1.9785,1.869,1.8985,10186450
29-07-2004,1.9145,1.948,1.901,1.929,8199962
30-07-2004,1.925,1.971,1.9115,1.946,6034722
02-08-2004,1.9225,1.938,1.8905,1.915,5913847
03-08-2004,1.914,1.954,1.8615,1.8805,7754340
04-08-2004,1.846,1.873,1.82,1.856,9766047
05-08-2004,1.874,1.874,1.769,1.7805,8402308
06-08-2004,1.7515,1.8335,1.7425,1.7745,11513070
09-08-2004,1.767,1.815,1.7425,1.766,9167166
10-08-2004,1.778,1.86,1.7775,1.855,10092150
11-08-2004,1.82,1.845,1.78,1.828,9448068
12-08-2004,1.8105,1.8675,1.8085,1.8145,9119339
13-08-2004,1.828,1.85,1.7935,1.8065,4981083
16-08-2004,1.807,1.92,1.799,1.8975,8165361
17-08-2004,1.9245,1.972,1.895,1.9115,11162970
18-08-2004,1.896,1.977,1.871,1.968,9556856
19-08-2004,2.017,2.024,1.8175,1.9315,12698510
20-08-2004,1.9225,1.9955,1.9055,1.9755,6794007
23-08-2004,1.9945,2,1.9555,1.9725,5534194
24-08-2004,1.9875,1.9965,1.916,1.9525,7640355
25-08-2004,1.9505,2.0245,1.908,2.015,7254757
26-08-2004,2.009,2.0415,1.985,2.0095,6977569
27-08-2004,2.0155,2.0195,1.98,1.995,4240333
30-08-2004,1.9955,1.9975,1.9125,1.9155,7711737
31-08-2004,1.919,1.9425,1.893,1.907,6151148
01-09-2004,1.9115,1.9505,1.901,1.912,5252489
02-09-2004,1.8955,1.982,1.8955,1.959,5722554
03-09-2004,1.9505,2.0005,1.932,1.937,5228965
07-09-2004,1.9515,1.968,1.9055,1.9255,5836047
08-09-2004,1.921,1.9405,1.8855,1.9005,6619132
09-09-2004,1.911,1.9155,1.868,1.9035,6961337
10-09-2004,1.91,1.94,1.895,1.9285,4638479
13-09-2004,1.9566,2.002,1.941,2.0005,8088616
14-09-2004,2.0105,2.1375,1.995,2.1335,15878939
15-09-2004,2.1,2.159,2.0935,2.1105,11143510
16-09-2004,2.1225,2.214,2.1175,2.1285,11596570
17-09-2004,2.1425,2.163,2.1195,2.148,7885245
20-09-2004,2.142,2.1995,2.1305,2.1635,9222536
21-09-2004,2.1751,2.1886,2.1385,2.1647,6696748
22-09-2004,2.1575,2.162,2.0585,2.069,12221090
23-09-2004,2.0665,2.11,2.0555,2.0915,7411985
24-09-2004,2.0905,2.0955,2.0425,2.047,6214195
27-09-2004,2.0355,2.0505,1.9875,1.9965,8419682
28-09-2004,2.0075,2.0165,1.9485,1.9715,11906230
29-09-2004,1.9725,2.046,1.968,2.042,9922682
30-09-2004,2.0275,2.064,2.0105,2.043,9413805
01-10-2004,2.062,2.065,2.0195,2.0235,11271340
04-10-2004,2.052,2.084,2.037,2.0505,8813493
05-10-2004,2.042,2.0625,2.0285,2.048,5143052
06-10-2004,2.0365,2.0705,2.02,2.068,5130818
07-10-2004,2.068,2.135,2.0425,2.0575,9403608
08-10-2004,2.0375,2.0595,1.9815,2,8563604
11-10-2004,1.991,2.0375,1.9705,2.0075,7928310
12-10-2004,1.9775,2.029,1.9735,2.011,6443600
13-10-2004,2.0715,2.0775,1.9875,1.999,9221725
14-10-2004,1.9725,1.9775,1.9365,1.955,9050114
15-10-2004,1.965,1.9835,1.894,1.9275,8193920
18-10-2004,1.915,1.9735,1.8945,1.9635,8110587
19-10-2004,1.989,1.9925,1.9085,1.9165,8807096
20-10-2004,1.9055,1.9295,1.8895,1.9175,6819284
21-10-2004,1.965,2.0095,1.925,1.9735,19320189
22-10-2004,1.811,1.84,1.65,1.73,33580441
25-10-2004,1.7045,1.7205,1.686,1.6985,10532190
26-10-2004,1.7075,1.713,1.6755,1.6915,9749323
27-10-2004,1.6815,1.7315,1.681,1.7115,9062187
28-10-2004,1.712,1.7385,1.707,1.7225,7233507
29-10-2004,1.718,1.7225,1.7,1.7065,6510774
01-11-2004,1.7115,1.7576,1.7075,1.755,6190820
02-11-2004,1.773,1.8245,1.757,1.812,11332840
03-11-2004,1.8615,1.881,1.778,1.796,10298920
04-11-2004,1.786,1.8645,1.776,1.8455,7609731
05-11-2004,1.868,1.8695,1.801,1.828,7399085
08-11-2004,1.8375,1.879,1.836,1.866,6886452
09-11-2004,1.859,1.8905,1.835,1.87,6504934
10-11-2004,1.901,1.942,1.8915,1.9045,10659060
11-11-2004,1.906,1.95,1.882,1.9415,6836193
12-11-2004,1.9525,2.047,1.95,2.023,11596460
15-11-2004,2.023,2.075,2.009,2.0445,10366570
16-11-2004,2.025,2.033,1.9875,2.0035,6434073
17-11-2004,2.0175,2.0295,1.977,1.995,6865954
18-11-2004,1.9865,2.048,1.9795,2.0185,6889167
19-11-2004,1.9575,1.972,1.9095,1.9275,11437630
22-11-2004,1.922,1.9265,1.879,1.9025,8869145
23-11-2004,1.909,1.984,1.9015,1.9155,7320542
24-11-2004,1.9435,1.958,1.905,1.9375,5940894
26-11-2004,1.9475,1.967,1.9445,1.9545,2337673
29-11-2004,1.98,1.981,1.8855,1.947,9897062
30-11-2004,1.9485,1.99,1.9475,1.984,7045381
01-12-2004,2,2,1.9625,1.999,7767016
02-12-2004,1.9825,2.037,1.964,2.0085,6612217
03-12-2004,2.018,2.023,1.977,2.0045,8255439
06-12-2004,1.9865,1.999,1.9575,1.9745,6093637
07-12-2004,1.9725,1.9875,1.9025,1.91,7093472
08-12-2004,1.916,1.955,1.8995,1.936,6421615
09-12-2004,1.92,1.9975,1.9085,1.991,7446700
10-12-2004,1.977,2.005,1.95,1.9525,5511600
13-12-2004,1.9655,2.014,1.941,1.9915,6064383
14-12-2004,2.01,2.0235,1.997,2.022,5251454
15-12-2004,2.0165,2.05,2.0105,2.05,6783648
16-12-2004,2.044,2.05,1.9855,2.0025,5421465
17-12-2004,2.008,2.011,1.9935,2.0005,5548899
20-12-2004,1.9965,2.0245,1.9405,1.9475,7215889
21-12-2004,1.942,1.971,1.932,1.9695,5233270
22-12-2004,1.9305,1.9795,1.9275,1.976,5283196
23-12-2004,1.967,1.976,1.946,1.9465,3206789
27-12-2004,1.976,2.1465,1.9735,2.1125,22318039
28-12-2004,2.1955,2.256,2.175,2.2315,25267170
29-12-2004,2.2375,2.284,2.222,2.241,11765710
30-12-2004,2.25,2.2765,2.2275,2.2485,6965545
31-12-2004,2.258,2.2745,2.208,2.2145,4793456
03-01-2005,2.2525,2.272,2.2105,2.226,10477390
04-01-2005,2.1335,2.163,2.075,2.107,19507789
05-01-2005,2.0815,2.138,2.078,2.0885,8354707
06-01-2005,2.0905,2.1125,2.045,2.0525,8703006
07-01-2005,2.0695,2.1345,2.058,2.116,9861972
10-01-2005,2.097,2.148,2.0855,2.092,7383549
11-01-2005,2.07,2.108,2.0505,2.082,7939089
12-01-2005,2.0745,2.124,2.041,2.115,8074717
13-01-2005,2.1225,2.229,2.117,2.13,17399230
14-01-2005,2.145,2.233,2.118,2.2275,12536050
18-01-2005,2.2145,2.25,2.2075,2.229,7185843
19-01-2005,2.222,2.237,2.1715,2.198,7419715
20-01-2005,2.0855,2.134,2.082,2.118,12830620
21-01-2005,2.098,2.1275,2.051,2.058,10603040
24-01-2005,2.068,2.0975,2.0155,2.019,9697496
25-01-2005,2.032,2.072,2.0225,2.047,9028083
26-01-2005,2.059,2.09,2.013,2.067,7730320
27-01-2005,2.0635,2.12,2.057,2.1155,8040736
28-01-2005,2.1045,2.15,2.0765,2.111,6152337
31-01-2005,2.122,2.171,2.1215,2.161,6361123
01-02-2005,2.15,2.1635,2.119,2.124,6765156
02-02-2005,2.1485,2.1795,2.043,2.094,27010090
03-02-2005,1.746,1.7945,1.7265,1.7875,60570601
04-02-2005,1.7825,1.799,1.7595,1.786,17348189
07-02-2005,1.791,1.792,1.7775,1.7845,7116476
08-02-2005,1.777,1.826,1.7765,1.815,9604364
09-02-2005,1.8225,1.84,1.7935,1.7945,7960850
10-02-2005,1.8035,1.8055,1.7765,1.789,8002375
11-02-2005,1.7785,1.7975,1.75,1.789,7847476
14-02-2005,1.79,1.8315,1.775,1.8015,6984708
15-02-2005,1.8105,1.8225,1.7875,1.807,5521089
16-02-2005,1.7965,1.8175,1.779,1.783,5160409
17-02-2005,1.787,1.7925,1.7625,1.7845,5311881
18-02-2005,1.7805,1.7875,1.755,1.7655,4752273
22-02-2005,1.751,1.7695,1.7255,1.736,6869677
23-02-2005,1.7475,1.7485,1.66,1.707,10500370
24-02-2005,1.683,1.7425,1.683,1.7345,8390119
25-02-2005,1.736,1.7615,1.724,1.7495,5884177
28-02-2005,1.736,1.783,1.7333,1.759,8537987
01-03-2005,1.753,1.7705,1.741,1.7695,5882562
02-03-2005,1.7695,1.7965,1.7535,1.775,5007996
03-03-2005,1.775,1.798,1.77,1.7825,5032473
04-03-2005,1.792,1.8155,1.785,1.7925,5527916
07-03-2005,1.797,1.82,1.7905,1.816,3598083
08-03-2005,1.8155,1.8215,1.7875,1.7915,4792885
09-03-2005,1.7871,1.7966,1.745,1.77,7393901
10-03-2005,1.7655,1.7855,1.7285,1.7455,5872177
11-03-2005,1.7405,1.7435,1.7025,1.7375,8010280
14-03-2005,1.7335,1.7375,1.7,1.73,5433688
15-03-2005,1.729,1.7425,1.695,1.709,5072672
16-03-2005,1.694,1.722,1.68,1.6935,5528131
17-03-2005,1.679,1.722,1.679,1.6985,4909052
18-03-2005,1.7075,1.714,1.6825,1.708,5294963
21-03-2005,1.7105,1.7315,1.677,1.6835,6085309
22-03-2005,1.685,1.697,1.6535,1.6575,5523102
23-03-2005,1.6545,1.692,1.641,1.659,6337154
24-03-2005,1.67,1.694,1.6435,1.644,5343247
28-03-2005,1.655,1.6825,1.651,1.6695,4326555
29-03-2005,1.664,1.7075,1.6615,1.6715,6139104
30-03-2005,1.6795,1.726,1.6755,1.716,5432727
31-03-2005,1.7245,1.7275,1.7,1.7135,3556156
01-04-2005,1.7315,1.7355,1.689,1.7005,5048403
04-04-2005,1.7,1.759,1.6905,1.75,7347786
05-04-2005,1.7615,1.767,1.7495,1.764,4939470
06-04-2005,1.755,1.76,1.731,1.741,5296715
07-04-2005,1.734,1.746,1.725,1.745,3826301
08-04-2005,1.7375,1.7465,1.7285,1.73,3012945
11-04-2005,1.73,1.75,1.718,1.73,3253046
12-04-2005,1.72,1.732,1.683,1.7315,6203288
13-04-2005,1.7175,1.7355,1.7075,1.715,4245091
14-04-2005,1.713,1.725,1.694,1.6985,4186101
15-04-2005,1.6955,1.7,1.651,1.651,5998485
18-04-2005,1.645,1.679,1.642,1.65,6934540
19-04-2005,1.659,1.6685,1.6005,1.639,6585134
20-04-2005,1.655,1.688,1.645,1.6625,9254361
21-04-2005,1.675,1.6945,1.6445,1.6865,7696925
22-04-2005,1.6745,1.6815,1.6455,1.652,6395897
25-04-2005,1.6565,1.6795,1.6525,1.6765,4255136
26-04-2005,1.6715,1.699,1.629,1.6355,14985459
27-04-2005,1.542,1.587,1.53,1.586,31089799
28-04-2005,1.583,1.646,1.5815,1.626,14481511
29-04-2005,1.643,1.6445,1.576,1.618,10532530
02-05-2005,1.615,1.664,1.605,1.655,9119126
03-05-2005,1.647,1.678,1.6445,1.6605,6789178
04-05-2005,1.6675,1.706,1.6635,1.698,7779597
05-05-2005,1.698,1.709,1.6795,1.698,4617395
06-05-2005,1.712,1.7345,1.707,1.726,6720138
09-05-2005,1.72,1.74,1.7125,1.732,4438354
10-05-2005,1.72,1.7235,1.701,1.7115,5477482
11-05-2005,1.715,1.7255,1.6825,1.691,6146615
12-05-2005,1.685,1.706,1.6775,1.6925,6007683
13-05-2005,1.6995,1.7175,1.69,1.695,3991781
16-05-2005,1.6995,1.7385,1.696,1.727,4280686
17-05-2005,1.7225,1.741,1.7045,1.7365,3315681
18-05-2005,1.7405,1.7985,1.7365,1.7665,9570265
19-05-2005,1.7685,1.7955,1.7665,1.7795,5357240
20-05-2005,1.7725,1.78,1.748,1.775,5044474
23-05-2005,1.7785,1.801,1.7695,1.784,5738582
24-05-2005,1.774,1.7785,1.7565,1.777,5915990
25-05-2005,1.7635,1.7725,1.7595,1.7625,3884141
26-05-2005,1.764,1.784,1.7585,1.7725,4787954
27-05-2005,1.761,1.7775,1.7575,1.775,3287047
31-05-2005,1.768,1.802,1.7645,1.7755,4930121
01-06-2005,1.7785,1.8495,1.772,1.832,10319800
02-06-2005,1.8165,1.8456,1.8105,1.8205,4777936
03-06-2005,1.823,1.825,1.766,1.7795,4842765
06-06-2005,1.777,1.801,1.774,1.7885,3882475
07-06-2005,1.7955,1.81,1.7645,1.7675,4892910
08-06-2005,1.77,1.774,1.74,1.7415,5315023
09-06-2005,1.7465,1.764,1.72,1.76,3872412
10-06-2005,1.7625,1.7645,1.7235,1.7475,3467403
13-06-2005,1.7335,1.7705,1.7325,1.7435,3912430
14-06-2005,1.741,1.7585,1.7395,1.752,3637109
15-06-2005,1.767,1.7705,1.726,1.762,5167607
16-06-2005,1.76,1.7905,1.758,1.779,4366897
17-06-2005,1.7945,1.8035,1.758,1.7655,4826506
20-06-2005,1.754,1.7985,1.752,1.7845,5097511
21-06-2005,1.78,1.7905,1.764,1.769,4456291
22-06-2005,1.775,1.7925,1.757,1.761,2508089
23-06-2005,1.757,1.778,1.755,1.7715,5309973
24-06-2005,1.765,1.772,1.744,1.751,3689230
27-06-2005,1.7455,1.7525,1.7085,1.725,4576399
28-06-2005,1.73,1.7315,1.6795,1.6855,7034616
29-06-2005,1.685,1.7035,1.6635,1.6675,4814291
30-06-2005,1.6735,1.678,1.6465,1.6545,5725021
01-07-2005,1.662,1.6635,1.6395,1.6455,2934142
05-07-2005,1.675,1.724,1.6725,1.704,7383702
06-07-2005,1.7005,1.72,1.693,1.703,4397153
07-07-2005,1.69,1.7255,1.69,1.698,4252757
08-07-2005,1.7055,1.7375,1.6925,1.737,4258666
11-07-2005,1.736,1.784,1.73,1.7795,5183759
12-07-2005,1.7745,1.827,1.773,1.8155,5877255
13-07-2005,1.8135,1.8275,1.8095,1.8255,3202823
14-07-2005,1.847,1.871,1.844,1.8595,5865260
15-07-2005,1.8675,1.875,1.8375,1.8575,5209221
18-07-2005,1.8475,1.8595,1.838,1.8595,2973488
19-07-2005,1.8345,1.9085,1.8345,1.9085,5845197
20-07-2005,1.8745,1.9125,1.865,1.9085,6382300
21-07-2005,1.951,1.9875,1.888,1.8975,11068960
22-07-2005,1.8945,1.9115,1.862,1.8975,5874900
25-07-2005,1.9,1.952,1.8925,1.8975,5469979
26-07-2005,1.904,1.9375,1.886,1.887,15536960
27-07-2005,2.101,2.187,2.092,2.1825,46091761
28-07-2005,2.175,2.2905,2.1685,2.284,25145170
29-07-2005,2.2655,2.2875,2.2305,2.2575,10507420
01-08-2005,2.244,2.2595,2.2175,2.2465,7128145
02-08-2005,2.245,2.3485,2.244,2.3255,10840080
03-08-2005,2.3005,2.309,2.292,2.3055,4842301
04-08-2005,2.2775,2.2885,2.271,2.273,4978190
05-08-2005,2.2625,2.2855,2.2585,2.2635,4954649
08-08-2005,2.266,2.295,2.263,2.283,4455551
09-08-2005,2.288,2.322,2.2875,2.2965,4594351
10-08-2005,2.2695,2.2785,2.2295,2.238,10162410
11-08-2005,2.232,2.2606,2.225,2.2605,5858388
12-08-2005,2.2315,2.286,2.2025,2.21,6611407
15-08-2005,2.1965,2.2675,2.194,2.252,5521725
16-08-2005,2.245,2.247,2.21,2.2135,3625055
17-08-2005,2.2095,2.2215,2.206,2.206,3050321
18-08-2005,2.194,2.195,2.1755,2.1865,3604240
19-08-2005,2.1775,2.1885,2.1665,2.186,3561680
22-08-2005,2.1805,2.2135,2.147,2.1885,5378649
23-08-2005,2.187,2.1985,2.161,2.171,3517627
24-08-2005,2.166,2.166,2.1135,2.1185,5871804
25-08-2005,2.122,2.14,2.104,2.1155,3092258
26-08-2005,2.115,2.1315,2.113,2.1185,2859888
29-08-2005,2.1,2.15,2.0955,2.1395,3653665
30-08-2005,2.1195,2.1355,2.098,2.1245,3874049
31-08-2005,2.122,2.1405,2.102,2.135,3367735
01-09-2005,2.126,2.1485,2.0875,2.092,4343470
02-09-2005,2.1,2.1025,2.052,2.0755,4027100
06-09-2005,2.0775,2.1825,2.0755,2.181,7931181
07-09-2005,2.175,2.215,2.1725,2.1865,6134462
08-09-2005,2.1725,2.1745,2.1415,2.148,3883209
09-09-2005,2.1495,2.16,2.1405,2.1475,3288660
12-09-2005,2.136,2.248,2.1345,2.225,8739999
13-09-2005,2.2085,2.219,2.172,2.1965,4504843
14-09-2005,2.194,2.2365,2.141,2.155,5501966
15-09-2005,2.16,2.1795,2.1325,2.1355,4587927
16-09-2005,2.14,2.146,2.106,2.14,4109584
19-09-2005,2.1315,2.1715,2.1085,2.1375,3439314
20-09-2005,2.1325,2.1505,2.0885,2.0935,3473436
21-09-2005,2.0925,2.132,2.0625,2.0625,5309205
22-09-2005,2.06,2.1135,2.025,2.104,5836415
23-09-2005,2.0985,2.131,2.0775,2.1095,3145332
26-09-2005,2.1225,2.171,2.12,2.167,5615401
27-09-2005,2.163,2.1865,2.141,2.158,4173511
28-09-2005,2.1625,2.187,2.1495,2.1685,3239647
29-09-2005,2.169,2.24,2.1565,2.2395,6392346
30-09-2005,2.23,2.292,2.23,2.265,6056156
03-10-2005,2.2665,2.3295,2.258,2.3005,5828734
04-10-2005,2.3,2.306,2.225,2.2465,6521443
05-10-2005,2.2455,2.2645,2.1945,2.2245,6452751
06-10-2005,2.2375,2.2405,2.1665,2.2005,6187502
07-10-2005,2.2135,2.2305,2.169,2.186,3392551
10-10-2005,2.19,2.219,2.179,2.188,3680397
11-10-2005,2.196,2.216,2.1615,2.17,5300953
12-10-2005,2.1455,2.184,2.122,2.1275,5703645
13-10-2005,2.1215,2.149,2.095,2.131,3828947
14-10-2005,2.15,2.1935,2.117,2.1895,4576866
17-10-2005,2.1815,2.251,2.181,2.251,5223415
18-10-2005,2.246,2.2525,2.215,2.2325,4453022
19-10-2005,2.227,2.293,2.214,2.293,6527648
20-10-2005,2.297,2.3035,2.234,2.2505,5929139
21-10-2005,2.2835,2.3025,2.2575,2.2975,4624144
24-10-2005,2.3045,2.348,2.293,2.3465,5480391
25-10-2005,2.344,2.35,2.302,2.3085,11965800
26-10-2005,2.0505,2.055,1.974,1.9875,30129369
27-10-2005,1.982,1.995,1.943,1.953,8776545
28-10-2005,1.9705,1.9825,1.936,1.9475,6159483
31-10-2005,1.9675,2.0195,1.956,1.993,6794564
01-11-2005,1.9985,2.037,1.9825,2.0185,5394758
02-11-2005,2.0145,2.0615,1.99,2.0375,5006934
03-11-2005,2.0445,2.1,2.0425,2.078,6999992
04-11-2005,2.0745,2.09,2.0455,2.0545,4445445
07-11-2005,2.054,2.0735,2.0275,2.0695,3343129
