date,open,high,low,close,volume,SMA_50,SMA_100,SMA_200,delta,gains,loss,avg_gain,avg_loss,rs,RSI_30,monthly_mean,EMA_30,EMA_200
23-02-2015,19.172,19.227,18.9,19.007,2176989,16.240978,15.964714,16.13944,-0.176,0,0.176,0.204866667,0.072066667,2.842738205,73.97688974,16.93383667,17.51596593,16.30737212
24-02-2015,18.9325,19.024,18.808,18.9295,1921849,16.313728,15.992789,16.1620075,-0.0775,0,0.0775,0.204866667,0.068766667,2.979156568,74.86904617,17.06993667,17.60716168,16.33346294
25-02-2015,18.8635,19.3925,18.827,19.2685,3174495,16.391738,16.026744,16.18529,0.339,0.339,0,0.216166667,0.059566667,3.628987129,78.39700193,17.22653667,17.7143448,16.36266729
26-02-2015,19.2035,19.4685,19.164,19.24,2687107,16.469218,16.059939,16.205775,-0.0285,0,0.0285,0.210616667,0.060516667,3.480308455,77.68010819,17.37663667,17.81277416,16.39129747
27-02-2015,19.2,19.2995,18.9895,19.008,2532309,16.543308,16.088649,16.224655,-0.232,0,0.232,0.210616667,0.0658,3.200861196,76.19535725,17.52145333,17.88988551,16.41733431
02-03-2015,19.0425,19.2951,18.9741,19.2828,2139210,16.633904,16.120377,16.246664,0.2748,0.2748,0,0.219776667,0.055266667,3.976658625,79.9061966,17.68596333,17.97975096,16.4458464
03-03-2015,19.1975,19.305,19.0801,19.2305,1946498,16.719634,16.154192,16.269019,-0.0523,0,0.0523,0.21346,0.05701,3.744255394,78.92187673,17.84241333,18.06044445,16.4735544
04-03-2015,19.2855,19.395,19.1095,19.136,2259141,16.804624,16.184202,16.290274,-0.0945,0,0.0945,0.21346,0.057993333,3.680767904,78.63598409,17.99788,18.12983513,16.5000464
05-03-2015,19.2805,19.4209,19.1945,19.3915,2693518,16.892554,16.220432,16.3130425,0.2555,0.2555,0,0.20896,0.057993333,3.603172778,78.27585346,18.14884667,18.21123286,16.52881708
06-03-2015,19.276,19.35,18.944,19.0045,2627042,16.966104,16.254782,16.3327675,-0.387,0,0.387,0.187176667,0.070893333,2.640257664,72.52941708,18.26513,18.26241139,16.55345074
09-03-2015,18.92,18.9665,18.764,18.928,2311390,17.038378,16.290837,16.351155,-0.0765,0,0.0765,0.183726667,0.073443333,2.50161122,71.44171819,18.37541333,18.30535259,16.5770781
10-03-2015,18.8725,18.8885,18.459,18.4755,3120972,17.104858,16.321437,16.367305,-0.4525,0,0.4525,0.183726667,0.083976667,2.187829953,68.63069816,18.47516333,18.31632984,16.59596787
11-03-2015,18.5305,18.6675,18.313,18.3185,2495097,17.162138,16.351637,16.3808375,-0.157,0,0.157,0.183726667,0.08436,2.177888415,68.5325641,18.57453,18.31646985,16.61310749
12-03-2015,18.441,18.775,18.376,18.712,2810001,17.224338,16.387327,16.3966925,0.3935,0.3935,0,0.196843333,0.079626667,2.472078031,71.19880397,18.69174667,18.34198792,16.63399199
13-03-2015,18.576,18.6995,18.334,18.529,2611658,17.284618,16.420797,16.4117975,-0.183,0,0.183,0.183726667,0.085726667,2.143168209,68.18496709,18.78974667,18.35405322,16.65284779
16-03-2015,18.519,18.697,18.336,18.6675,2354059,17.347618,16.454367,16.42669,0.1385,0.1385,0,0.117093333,0.085726667,1.365891593,57.73263649,18.82111333,18.37427559,16.67289408
17-03-2015,18.5555,18.725,18.482,18.596,2036961,17.411018,16.482662,16.4415325,-0.0715,0,0.0715,0.100526667,0.08811,1.140922332,53.29115937,18.83353,18.38858039,16.69202947
18-03-2015,18.4986,18.7996,18.335,18.7568,2654142,17.483964,16.513745,16.4581065,0.1608,0.1608,0,0.105886667,0.086576667,1.22303931,55.01653995,18.85284,18.4123365,16.71257445
19-03-2015,18.6935,18.8555,18.6095,18.662,1915671,17.561914,16.543775,16.474619,-0.0948,0,0.0948,0.103886667,0.089736667,1.157683593,53.65400176,18.86699,18.42844382,16.73197172
20-03-2015,18.8145,18.9685,18.796,18.9245,3763553,17.641984,16.58949,16.4925465,0.2625,0.2625,0,0.097403333,0.089736667,1.085435162,52.04837733,18.87465667,18.46044744,16.75378792
23-03-2015,18.9035,19.0885,18.747,18.7555,2239343,17.716634,16.63206,16.5054315,-0.169,0,0.169,0.096753333,0.09537,1.014504911,50.3600118,18.87604,18.47948309,16.77370545
24-03-2015,18.6995,18.762,18.6135,18.7045,2228214,17.793794,16.67131,16.5165365,-0.051,0,0.051,0.096753333,0.09087,1.064744507,51.56785759,18.88192333,18.49400031,16.79291734
25-03-2015,18.7585,19.025,18.5142,18.548,3429496,17.873344,16.70973,16.5274015,-0.1565,0,0.1565,0.092693333,0.096086667,0.96468466,49.1012466,18.87853,18.49748416,16.81038085
26-03-2015,18.4795,18.57,18.2825,18.3675,2929962,17.945954,16.74387,16.5361365,-0.1805,0,0.1805,0.08912,0.102103333,0.872841239,46.60519114,18.86554667,18.48909809,16.82587457
27-03-2015,18.3555,18.6585,18.3287,18.528,2609774,18.023244,16.77642,16.5449765,0.1605,0.1605,0,0.091086667,0.102103333,0.892102772,47.14874821,18.85453,18.49160789,16.84281114
30-03-2015,18.5935,18.806,18.5775,18.7295,1820933,18.110884,16.810855,16.5571465,0.2015,0.2015,0,0.090036667,0.102103333,0.881819072,46.85992852,18.84246333,18.50695577,16.86158416
31-03-2015,18.662,18.885,18.5755,18.605,2506122,18.192244,16.8455,16.568604,-0.1245,0,0.1245,0.090036667,0.095586667,0.941937509,48.50503708,18.83691333,18.5132812,16.87893158
01-04-2015,18.6051,18.6581,18.417,18.5128,2458102,18.27306,16.882368,16.579263,-0.0922,0,0.0922,0.090036667,0.095226667,0.94549846,48.5992911,18.83172333,18.51325016,16.89518898
02-04-2015,18.525,18.664,18.45,18.6125,1875279,18.34806,16.920173,16.5909205,0.0997,0.0997,0,0.083983333,0.095226667,0.881930832,46.86308428,18.82048,18.51965337,16.91227665
06-04-2015,18.505,19.01,18.468,18.852,3050708,18.41478,16.958763,16.6015855,0.2395,0.2395,0,0.084193333,0.095226667,0.884136096,46.92527775,18.80944667,18.54109509,16.93157738
07-04-2015,18.8075,18.9655,18.7015,18.7205,1954901,18.4768,16.993413,16.613438,-0.1315,0,0.1315,0.084193333,0.093743333,0.898126089,47.31646091,18.79989667,18.5526696,16.94937761
08-04-2015,18.733,19.079,18.7325,19.06,2636434,18.54834,17.028008,16.627688,0.3395,0.3395,0,0.09551,0.09116,1.047718297,51.16515777,18.80424667,18.58540059,16.97037883
09-04-2015,19.033,19.221,18.9398,19.177,2392328,18.62513,17.064023,16.641763,0.117,0.117,0,0.08811,0.09116,0.966542343,49.14932783,18.80119667,18.6235683,16.99233526
10-04-2015,19.2155,19.356,19.0658,19.1325,2573519,18.70387,17.097108,16.6563855,-0.0445,0,0.0445,0.08811,0.091693333,0.96092046,49.00354091,18.79761333,18.6564026,17.01363043
13-04-2015,19.1765,19.264,19.007,19.118,1894453,18.77445,17.124378,16.6701155,-0.0145,0,0.0145,0.08811,0.084443333,1.043421624,51.06247344,18.80128,18.68618308,17.03456943
14-04-2015,19.1755,19.3905,19.0605,19.2555,2583575,18.80503,17.155408,16.6849705,0.1375,0.1375,0,0.083533333,0.084443333,0.989223542,49.72912905,18.80037,18.7229132,17.05666824
15-04-2015,19.2325,19.289,19.082,19.1725,1933229,18.82401,17.184668,16.6996905,-0.083,0,0.083,0.083533333,0.085466667,0.977379095,49.42800789,18.79843667,18.7519188,17.07772129
16-04-2015,19.1845,19.3725,19.1775,19.302,2080418,18.8465,17.214418,16.7150055,0.1295,0.1295,0,0.08785,0.082316667,1.067220085,51.625857,18.80397,18.78740791,17.09985342
17-04-2015,19.1315,19.178,18.72,18.778,3839664,18.85731,17.236928,16.725798,-0.524,0,0.524,0.079333333,0.099783333,0.795055955,44.29143017,18.78352,18.78680095,17.11655139
20-04-2015,18.9275,19.597,18.85,19.4755,5016148,18.87293,17.265368,16.739963,0.6975,0.6975,0,0.102583333,0.086883333,1.180702091,54.14320901,18.79922,18.83123315,17.14002352
21-04-2015,19.5655,19.73,19.34,19.559,4643524,18.88983,17.293138,16.753385,0.0835,0.0835,0,0.105366667,0.084333333,1.249407115,55.54384115,18.82025333,18.87818585,17.16409294
22-04-2015,19.5955,19.714,19.4,19.49,3474724,18.90907,17.320518,16.7674475,-0.069,0,0.069,0.105366667,0.07155,1.472629863,59.55723033,18.85407,18.91765773,17.18723629
23-04-2015,19.5105,19.594,19.3075,19.4995,7979985,18.926064,17.348728,16.7839925,0.0095,0.0095,0,0.105683333,0.066316667,1.593616487,61.44379845,18.89343667,18.95519594,17.21024389
24-04-2015,21.95,22.6325,21.95,22.255,17176896,18.996024,17.401958,16.812775,2.7555,2.7555,0,0.184416667,0.066316667,2.78084946,73.55091731,19.01153667,19.16808652,17.26044047
27-04-2015,22.193,22.3495,21.8705,21.928,5430949,19.057414,17.458238,16.840435,-0.327,0,0.327,0.184416667,0.071116667,2.593156785,72.16931907,19.12483667,19.34614546,17.30688385
28-04-2015,21.9255,21.95,21.402,21.4655,4140483,19.104894,17.509738,16.8612125,-0.4625,0,0.4625,0.1798,0.086533333,2.077812018,67.50938673,19.21810333,19.48287801,17.34826311
29-04-2015,21.3375,21.712,21.3015,21.4685,3621688,19.158834,17.566173,16.879725,0.003,0.003,0,0.1799,0.08415,2.137849079,68.13103579,19.31385333,19.61098265,17.38926049
30-04-2015,21.3555,21.5875,20.962,21.089,3647876,19.207244,17.618598,16.89656,-0.3795,0,0.3795,0.17454,0.0968,1.803099174,64.32520086,19.39159333,19.70633861,17.42607382
01-05-2015,21.191,21.282,20.8,21.1435,3565824,19.251118,17.673718,16.9133025,0.0545,0.0545,0,0.176356667,0.09364,1.883347572,65.31809035,19.47431,19.7990587,17.46306314
04-05-2015,21.24,21.4885,21.121,21.152,2270448,19.290498,17.731918,16.930949,0.0085,0.0085,0,0.16789,0.09364,1.792930372,64.1953122,19.54856,19.88634524,17.49976898
05-05-2015,21.1425,21.3755,21.051,21.0595,2856386,19.331548,17.786263,16.9465815,-0.0925,0,0.0925,0.16789,0.09109,1.843122187,64.8273998,19.62536,19.96203264,17.53518919
06-05-2015,21.0715,21.1358,20.7275,20.955,2552474,19.372058,17.842893,16.9614165,-0.1045,0,0.1045,0.16789,0.092873333,1.80773096,64.38405195,19.70037667,20.02609505,17.56921716
07-05-2015,21.2075,21.425,21.1425,21.344,2766132,19.413568,17.902653,16.9779265,0.389,0.389,0,0.180856667,0.087656667,2.063239153,67.35481789,19.79357667,20.11112118,17.60677718
08-05-2015,21.5375,21.76,21.5087,21.6845,2908838,19.462458,17.965838,16.996814,0.3405,0.3405,0,0.192206667,0.08164,2.354319778,70.18769628,19.90414333,20.21262949,17.64735154
11-05-2015,21.6255,21.95,21.5685,21.6425,2393737,19.515148,18.029228,17.015374,-0.042,0,0.042,0.186856667,0.08304,2.250200706,69.23266929,20.00796,20.3048792,17.68710426
12-05-2015,21.554,21.6625,21.3355,21.551,1947822,19.560512,18.097208,17.0421265,-0.0915,0,0.0915,0.18014,0.08609,2.092461378,67.66329865,20.10201,20.38527409,17.72555098
13-05-2015,21.499,21.6764,21.29,21.3435,1996328,19.602772,18.161203,17.0687415,-0.2075,0,0.2075,0.18014,0.088856667,2.0273099,66.96737258,20.19329333,20.44709511,17.76155048
14-05-2015,21.4725,21.65,21.3505,21.614,1888477,19.652332,18.228478,17.0968115,0.2705,0.2705,0,0.189156667,0.085783333,2.205051486,68.79925317,20.29666667,20.5223793,17.79988331
15-05-2015,21.4,21.5198,21.215,21.3,4240306,19.690502,18.291528,17.122684,-0.314,0,0.314,0.185833333,0.09625,1.930735931,65.8788774,20.38625,20.57254838,17.83471034
18-05-2015,21.3,21.3635,21.073,21.262,2390229,19.735652,18.350878,17.1507465,-0.038,0,0.038,0.17785,0.097516667,1.823790805,64.58661179,20.46658333,20.61702913,17.86881272
19-05-2015,21.2435,21.412,21.0315,21.0855,2465240,19.778802,18.40859,17.179409,-0.1765,0,0.1765,0.17785,0.099016667,1.796162262,64.23669636,20.54541667,20.64725306,17.90081956
20-05-2015,21.03,21.355,20.918,21.193,2196159,19.833152,18.469005,17.2069615,0.1075,0.1075,0,0.170116667,0.099016667,1.718060933,63.20906614,20.61651667,20.68246254,17.93357758
21-05-2015,21.4,21.845,21.4,21.5815,4121401,19.898412,18.530275,17.236789,0.3885,0.3885,0,0.179166667,0.099016667,1.809459687,64.40596729,20.69666667,20.74046495,17.96987531
22-05-2015,21.5775,21.622,21.3805,21.3815,2020629,19.951802,18.58807,17.265224,-0.2,0,0.2,0.179166667,0.1042,1.719449776,63.22785555,20.77163333,20.78182205,18.00382183
26-05-2015,21.31,21.35,21.1,21.2735,2244185,20.006692,18.645655,17.293729,-0.108,0,0.108,0.179166667,0.107316667,1.6695139,62.53999651,20.84348333,20.81354321,18.03635594
27-05-2015,21.3725,21.5925,21.2505,21.571,2231088,20.064762,18.70619,17.322384,0.2975,0.2975,0,0.1845,0.107316667,1.719211058,63.22462733,20.92066667,20.86241139,18.07152653
28-05-2015,21.4855,21.5675,21.2735,21.3285,1912436,20.119412,18.765215,17.349444,-0.2425,0,0.2425,0.1845,0.112633333,1.638058597,62.09333632,20.99253333,20.89248162,18.10393422
29-05-2015,21.3615,21.625,21.3615,21.4615,3016060,20.173506,18.828735,17.3769215,0.133,0.133,0,0.184616667,0.112633333,1.639094407,62.10821419,21.06451667,20.92919249,18.13734284
01-06-2015,21.52,21.658,21.31,21.546,2253263,20.231186,18.89655,17.4030815,0.0845,0.0845,0,0.187433333,0.095166667,1.969527145,66.32460486,21.15678333,20.96898652,18.17125982
02-06-2015,21.5035,21.6615,21.3125,21.5495,1669845,20.283686,18.962835,17.4275265,0.0035,0.0035,0,0.1643,0.095166667,1.726444834,63.32219938,21.22591667,21.006439,18.20487415
03-06-2015,21.72,21.9195,21.6375,21.8295,2727914,20.345166,19.0309,17.4532665,0.28,0.28,0,0.17085,0.095166667,1.795271454,64.22529917,21.3016,21.05953971,18.24094008
04-06-2015,21.72,21.8378,21.463,21.539,2510761,20.401856,19.097825,17.477329,-0.2905,0,0.2905,0.17085,0.10255,1.666016577,62.49085589,21.3699,21.09047263,18.2737566
05-06-2015,21.483,21.54,21.325,21.3475,1907855,20.457846,19.165595,17.500284,-0.1915,0,0.1915,0.170533333,0.108933333,1.565483476,61.02099237,21.4315,21.10705504,18.30434111
08-06-2015,21.281,21.34,21.0713,21.175,2172525,20.513996,19.229975,17.522214,-0.1725,0,0.1725,0.078683333,0.114683333,0.686092138,40.69126013,21.3955,21.11143859,18.33290488
09-06-2015,21.148,21.3745,20.957,21.274,2288663,20.568916,19.29608,17.5453565,0.099,0.099,0,0.081983333,0.103783333,0.789947005,44.13242419,21.3737,21.12192642,18.36216951
10-06-2015,21.323,21.61,21.283,21.5385,2172333,20.625096,19.36799,17.5701515,0.2645,0.2645,0,0.0908,0.088366667,1.027536779,50.67906977,21.37613333,21.14880214,18.39377479
11-06-2015,21.6145,21.9445,21.5735,21.6485,2922459,20.685966,19.439105,17.594889,0.11,0.11,0,0.094366667,0.088366667,1.067898906,51.64173659,21.38213333,21.18104071,18.42616011
12-06-2015,21.5625,21.618,21.413,21.496,2054385,20.74563,19.509345,17.6169115,-0.1525,0,0.1525,0.094366667,0.0808,1.16790429,53.87250238,21.3957,21.20136066,18.45670578
15-06-2015,21.383,21.4025,21.132,21.1835,2050987,20.79705,19.572555,17.637034,-0.3125,0,0.3125,0.09255,0.091216667,1.014617212,50.36277889,21.39703333,21.20020836,18.48383806
16-06-2015,21.2075,21.3985,21.1335,21.363,2297469,20.84727,19.631025,17.658844,0.1795,0.1795,0,0.09825,0.091216667,1.077105792,51.85608726,21.40406667,21.21071105,18.51248644
17-06-2015,21.418,21.5675,21.2377,21.3905,2185869,20.90067,19.688735,17.6810365,0.0275,0.0275,0,0.099166667,0.088133333,1.125189107,52.94536394,21.4151,21.22231034,18.54112339
18-06-2015,21.515,21.9865,21.4703,21.9695,3378360,20.95886,19.7536,17.705289,0.579,0.579,0,0.118466667,0.08465,1.399488088,58.32444408,21.44891667,21.27051612,18.57523659
19-06-2015,22.013,22.2495,21.662,21.746,4495087,21.01024,19.817685,17.729269,-0.2235,0,0.2235,0.1055,0.0921,1.145494028,53.39068826,21.46231667,21.3011925,18.60678648
22-06-2015,21.85,21.962,21.709,21.8145,1823572,21.06388,19.883875,17.751854,0.0685,0.0685,0,0.096433333,0.0921,1.047050308,51.14922207,21.46665,21.33430911,18.63870402
23-06-2015,21.7795,22.352,21.6845,22.2995,3245049,21.12751,19.95098,17.7767565,0.485,0.485,0,0.1126,0.0907,1.241455347,55.38612887,21.48855,21.39657949,18.67512986
24-06-2015,22.2485,22.3235,22.0115,22.042,2620827,21.18324,19.994135,17.8013815,-0.2575,0,0.2575,0.1126,0.096233333,1.17007274,53.91859537,21.50491667,21.43821953,18.70863105
25-06-2015,21.9035,22.1735,21.8195,22.005,2237457,21.23989,20.03195,17.828969,-0.037,0,0.037,0.1126,0.09055,1.243511872,55.42702437,21.52696667,21.47478601,18.74143074
26-06-2015,22.088,22.1745,21.753,21.905,2624479,21.29195,20.069225,17.8556615,-0.1,0,0.1,0.103583333,0.093883333,1.103319723,52.45611074,21.53666667,21.50254175,18.77290904
29-06-2015,21.749,21.85,21.45,21.493,2753193,21.34625,20.10178,17.8804965,-0.412,0,0.412,0.103583333,0.09715,1.066220621,51.60245766,21.5431,21.50192615,18.79997462
30-06-2015,21.71,21.7785,21.523,21.7045,2596873,21.39083,20.13188,17.9062215,0.2115,0.2115,0,0.110633333,0.095883333,1.153832783,53.57114034,21.55785,21.51499543,18.82887537
01-07-2015,21.9675,22,21.779,21.8695,1987076,21.43704,20.163435,17.9345965,0.165,0.165,0,0.116133333,0.09,1.29037037,56.3389392,21.58398333,21.5378667,18.85913035
02-07-2015,21.85,21.91,21.674,21.8855,1343397,21.48495,20.19701,17.962084,0.016,0.016,0,0.113083333,0.09,1.256481481,55.68321707,21.60706667,21.56029465,18.88924348
06-07-2015,21.7615,21.9865,21.676,21.802,1903161,21.531,20.228532,17.990094,-0.0835,0,0.0835,0.100133333,0.092783333,1.079216813,51.9049676,21.61441667,21.57588854,18.91822613
07-07-2015,21.784,21.8865,21.2785,21.836,3454248,21.52262,20.259322,18.018024,0.034,0.034,0,0.101266667,0.086116667,1.175924134,54.04251534,21.62956667,21.59266993,18.9472587
08-07-2015,21.7175,21.7995,21.4415,21.485,2383130,21.51376,20.285587,18.042619,-0.351,0,0.351,0.101266667,0.094216667,1.074827525,51.80322278,21.63661667,21.58572348,18.97250986
09-07-2015,21.745,21.936,21.7075,21.7195,2271395,21.51884,20.311867,18.0700915,0.2345,0.2345,0,0.099166667,0.094216667,1.052538475,51.27984142,21.64156667,21.59435422,18.9998431
10-07-2015,22.0245,22.236,21.95,22.1755,2400981,21.53298,20.345907,18.1000615,0.456,0.456,0,0.114366667,0.086133333,1.327786378,57.0407315,21.6698,21.6318475,19.03144167
13-07-2015,22.4145,22.8935,22.377,22.7785,3956802,21.56677,20.387007,18.1319015,0.603,0.603,0,0.130033333,0.086133333,1.509674923,60.154202,21.7137,21.70582508,19.06872584
14-07-2015,23.116,23.48,22.908,23.2785,4736215,21.60947,20.430294,18.1678115,0.5,0.5,0,0.143883333,0.086133333,1.670472136,62.55343816,21.77145,21.80728798,19.11061414
15-07-2015,23.152,23.235,23.01,23.0595,2987399,21.64762,20.469059,18.2023065,-0.219,0,0.219,0.143766667,0.093433333,1.538708527,60.6098932,21.82178333,21.88807585,19.14990653
16-07-2015,23.275,23.794,23.24,23.774,4095581,21.70191,20.516729,18.2407215,0.7145,0.7145,0,0.15825,0.093433333,1.693721013,62.87663069,21.8866,22.00974838,19.19591741
17-07-2015,23.885,24.271,23.8625,24.1505,4932176,21.76582,20.568939,18.280864,0.3765,0.3765,0,0.1708,0.08375,2.039402985,67.09880181,21.97365,22.14786138,19.24521674
20-07-2015,24.6285,24.66,24.27,24.405,4752491,21.82704,20.620304,18.323524,0.2545,0.2545,0,0.179283333,0.077366667,2.317320121,69.8551854,22.07556667,22.29348323,19.29655787
21-07-2015,24.395,24.444,24.1275,24.4,3181831,21.88135,20.671904,18.3659215,-0.005,0,0.005,0.179283333,0.071783333,2.497562108,71.4086564,22.18306667,22.42938754,19.34733839
22-07-2015,24.2995,24.625,24.245,24.4135,3114898,21.93677,20.725959,18.407304,0.0135,0.0135,0,0.176433333,0.071783333,2.457859299,71.08037333,22.28771667,22.55739479,19.39774796
23-07-2015,24.583,24.583,23.785,24.109,9374431,21.98793,20.774221,18.447299,-0.3045,0,0.3045,0.167616667,0.081933333,2.045768918,67.16756829,22.3734,22.65749836,19.44462609
24-07-2015,28.9495,29.0285,26.4675,26.471,21909381,22.09048,20.846626,18.500409,2.362,2.362,0,0.242683333,0.081933333,2.961960944,74.7599733,22.53415,22.90353072,19.51454025
27-07-2015,26.3875,27.2475,26.33,26.5705,7490960,22.18961,20.920971,18.5525865,0.0995,0.0995,0,0.246,0.07685,3.201040989,76.19637603,22.7033,23.14010938,19.58474881
28-07-2015,26.8,26.8195,26.156,26.3015,5273092,22.28964,20.990071,18.6052515,-0.269,0,0.269,0.246,0.0754,3.262599469,76.5401369,22.8739,23.34407007,19.65158215
29-07-2015,26.546,26.6483,26.251,26.45,3752634,22.3934,21.064526,18.659654,0.1485,0.1485,0,0.244966667,0.0754,3.248894783,76.4644678,23.04346667,23.54445264,19.7192281
30-07-2015,26.3825,26.96,26.2145,26.838,3743065,22.50845,21.143626,18.7172315,0.388,0.388,0,0.256983333,0.0754,3.40826702,77.31534874,23.22505,23.75693957,19.79006165
31-07-2015,26.9545,27.142,26.726,26.8075,3025598,22.62074,21.226946,18.7741915,-0.0305,0,0.0305,0.237683333,0.076416667,3.110359869,75.67122997,23.38631667,23.95374992,19.85988691
03-08-2015,26.8725,27.022,26.468,26.7515,3014236,22.72414,21.311276,18.8314565,-0.056,0,0.056,0.237683333,0.070833333,3.355529412,77.04067852,23.55316667,24.13424993,19.92846018
04-08-2015,26.4845,26.8475,26.4582,26.595,2934590,22.82841,21.390106,18.8887165,-0.1565,0,0.1565,0.2354,0.07605,3.095332018,75.58195537,23.71251667,24.293008,19.99479391
05-08-2015,26.94,26.957,26.706,26.8505,2889350,22.93995,21.473321,18.947059,0.2555,0.2555,0,0.22775,0.07605,2.994740302,74.96708361,23.86421667,24.45800748,20.06300989
06-08-2015,26.965,27.137,26.376,26.473,3820453,23.03799,21.551376,19.0028715,-0.3775,0,0.3775,0.22775,0.08005,2.845096814,73.9928525,24.01191667,24.588007,20.12679088
07-08-2015,26.458,26.473,25.9105,26.131,3969215,23.13404,21.626726,19.054694,-0.342,0,0.342,0.22775,0.090216667,2.524478108,71.62700493,24.14945,24.68755493,20.18653426
10-08-2015,26.426,26.6138,26.15,26.2,2615926,23.22881,21.701158,19.1074515,0.069,0.069,0,0.23005,0.086883333,2.647803568,72.58624316,24.29261667,24.78513203,20.24636974
11-08-2015,26.1825,26.449,26.1,26.373,2676600,23.32535,21.778268,19.1610215,0.173,0.173,0,0.235816667,0.07315,3.223741171,76.32430683,24.45528333,24.88757513,20.30733123
12-08-2015,26.1875,26.375,25.653,26.2955,4014684,23.42027,21.851978,19.220734,-0.0775,0,0.0775,0.228766667,0.075733333,3.02068662,75.12862616,24.60831667,24.97840899,20.366915
13-08-2015,26.3685,26.733,26.2742,26.483,2895238,23.51334,21.929253,19.2806565,0.1875,0.1875,0,0.229516667,0.075733333,3.030589789,75.18973519,24.7621,25.07547938,20.42777157
14-08-2015,26.4125,26.7055,26.4125,26.576,1994799,23.61408,22.007968,19.339639,0.093,0.093,0,0.232083333,0.075733333,3.064480634,75.39661054,24.91845,25.17228716,20.48894797
17-08-2015,26.5645,26.937,26.356,26.761,2581680,23.72235,22.090098,19.399914,0.185,0.185,0,0.23825,0.07295,3.265935572,76.55848329,25.08375,25.27478476,20.55135645
18-08-2015,26.752,26.9745,26.65,26.751,2071342,23.83387,22.173933,19.4589015,-0.01,0,0.01,0.237116667,0.073283333,3.235615192,76.39067869,25.24758333,25.37002446,20.61304444
19-08-2015,26.687,26.8625,26.45,26.646,2324040,23.94131,22.255113,19.5157665,-0.105,0,0.105,0.237116667,0.065083333,3.643277849,78.46348996,25.41961667,25.45234546,20.67307385
20-08-2015,26.5195,26.6625,25.7885,25.789,4407990,24.02632,22.325708,19.5682815,-0.857,0,0.857,0.2293,0.09365,2.448478377,71.00170305,25.55526667,25.47406511,20.72397859
21-08-2015,25.368,25.6165,24.7235,24.7235,6706466,24.08782,22.386893,19.6161965,-1.0655,0,1.0655,0.2141,0.129166667,1.657548387,62.37133424,25.6402,25.42564155,20.76377482
24-08-2015,23.179,24.488,22.55,23.1685,10097600,24.12127,22.43345,19.657909,-1.555,0,1.555,0.194,0.181,1.071823204,51.73333333,25.6532,25.28001952,20.78770244
25-08-2015,24.3745,24.472,23.3125,23.3185,5679329,24.16397,22.48051,19.7003415,0.15,0.15,0,0.182333333,0.181,1.007366483,50.18348624,25.65453333,25.15346987,20.8128845
26-08-2015,24.201,25.186,23.938,25.0385,6358639,24.23748,22.542375,19.750569,1.72,1.72,0,0.239666667,0.1737,1.379773556,57.97919523,25.7205,25.14605246,20.85493043
27-08-2015,25.6855,26.1345,25.3631,25.9185,6114506,24.32804,22.614355,19.803884,0.88,0.88,0,0.245183333,0.1737,1.411533295,58.53260653,25.79198333,25.19588778,20.9053142
28-08-2015,25.875,26.075,25.652,25.9005,2746708,24.40666,22.68276,19.855384,-0.018,0,0.018,0.232633333,0.1743,1.334672021,57.16743119,25.85031667,25.24134664,20.95501755
31-08-2015,25.822,25.9705,25.4535,25.6445,3002293,24.48463,22.747435,19.905729,-0.256,0,0.256,0.22415,0.182833333,1.225979945,55.07596544,25.89163333,25.26735653,21.00167906
01-09-2015,24.957,25.5,24.6715,24.827,3864514,24.54488,22.80438,19.950744,-0.8175,0,0.8175,0.22415,0.209916667,1.067804684,51.6395331,25.90586667,25.23894643,21.03974196
02-09-2015,25.2545,25.543,24.886,25.5275,3707116,24.60944,22.868475,19.9964265,0.7005,0.7005,0,0.24705,0.209916667,1.176895593,54.06302429,25.943,25.25756279,21.08439627
03-09-2015,25.725,25.792,25.1285,25.236,3149694,24.67332,22.92828,20.041844,-0.2915,0,0.2915,0.24705,0.209483333,1.179330098,54.11433995,25.98056667,25.25617164,21.12570576
04-09-2015,24.8825,25.1425,24.782,24.95,2692510,24.73222,22.986055,20.0853615,-0.286,0,0.286,0.168316667,0.219016667,0.768510768,43.45524957,25.92986667,25.23641863,21.16375843
08-09-2015,25.4345,25.9175,25.4257,25.877,3810653,24.81166,23.051805,20.1331115,0.927,0.927,0,0.1959,0.219016667,0.894452477,47.21430006,25.90675,25.27774646,21.21065636
09-09-2015,26.2,26.4975,25.753,25.8445,4370657,24.89869,23.12247,20.179699,-0.0325,0,0.0325,0.1959,0.211133333,0.9278497,48.12873639,25.89151667,25.31431121,21.25676426
10-09-2015,25.7575,26.3065,25.739,26.112,2575982,24.98684,23.188835,20.2271015,0.2675,0.2675,0,0.199866667,0.211133333,0.946637196,48.62935929,25.88025,25.365775,21.30507506
11-09-2015,26.0535,26.472,26.0303,26.472,3227862,25.07889,23.257965,20.2755515,0.36,0.36,0,0.198933333,0.211133333,0.942216609,48.512437,25.86805,25.43714436,21.35648725
14-09-2015,26.472,26.6225,25.929,26.069,3130241,25.16256,23.323755,20.3221365,-0.403,0,0.403,0.198933333,0.22355,0.889882949,47.08667009,25.84343333,25.47790924,21.40337792
15-09-2015,26.1625,26.396,25.86,26.1185,2865933,25.24889,23.389945,20.3693365,0.0495,0.0495,0,0.200583333,0.221683333,0.904819187,47.50157878,25.82233333,25.51923767,21.45029456
