date,open,high,low,close,volume,SMA_50,SMA_100,SMA_200,delta,gains,loss,avg_gain,avg_loss,rs,RSI_30,monthly_mean,EMA_30,EMA_200
12-03-2004,2.0675,2.1305,2.065,2.122,6223786,2.418798,2.528339,2.333627,0.058,0.058,0,0.015883333,0.027183333,0.584304108,36.88080495,2.229396667,2.251289568,2.242205928
15-03-2004,2.113,2.14,2.046,2.054,6612144,2.407258,2.519084,2.3350095,-0.068,0,0.068,0.013916667,0.02945,0.472552349,32.09069946,2.213863333,2.238561209,2.240333232
16-03-2004,2.073,2.118,2.063,2.1065,6218116,2.397488,2.510474,2.3365695,0.0525,0.0525,0,0.015666667,0.0259,0.604890605,37.6904571,2.20363,2.230041131,2.239001558
17-03-2004,2.15,2.1725,2.1295,2.14,5107204,2.387018,2.504859,2.3384195,0.0335,0.0335,0,0.016783333,0.02035,0.824733825,45.19748654,2.200063333,2.224232026,2.238016468
18-03-2004,2.1265,2.16,2.1105,2.1505,5724281,2.376998,2.499204,2.3403645,0.0105,0.0105,0,0.016383333,0.02035,0.805077805,44.60072595,2.196096667,2.219475121,2.237145657
19-03-2004,2.154,2.1875,2.1315,2.14,5755523,2.367898,2.493349,2.342217,-0.0105,0,0.0105,0.0153,0.0207,0.739130435,42.5,2.190696667,2.214347694,2.236179034
22-03-2004,2.0875,2.0925,2.0255,2.0425,8981209,2.358508,2.486364,2.3435495,-0.0975,0,0.0975,0.014783333,0.02395,0.617258177,38.16695353,2.18153,2.203260746,2.234251879
23-03-2004,2.0605,2.087,1.9925,2.0115,11230060,2.347148,2.478114,2.3452695,-0.031,0,0.031,0.014783333,0.024166667,0.611724138,37.9546427,2.172146667,2.190889085,2.232035443
24-03-2004,2.0175,2.019,1.9575,1.9815,7875817,2.333828,2.469584,2.346757,-0.03,0,0.03,0.014783333,0.024716667,0.598111935,37.42616034,2.162213333,2.177380111,2.229542553
25-03-2004,2,2.11,2,2.0995,7112665,2.320908,2.462664,2.348737,0.118,0.118,0,0.016133333,0.024716667,0.652730951,39.49408405,2.15363,2.172355588,2.228248597
26-03-2004,2.1005,2.1245,2.0645,2.085,5740394,2.306808,2.456299,2.3504995,-0.0145,0,0.0145,0.016133333,0.025066667,0.643617021,39.15857605,2.144696667,2.166719744,2.226823238
29-03-2004,2.1035,2.14,2.0985,2.138,5561931,2.293388,2.449309,2.352389,0.053,0.053,0,0.0179,0.023933333,0.747910864,42.78884462,2.138663333,2.164866857,2.225939424
30-03-2004,2.1355,2.1965,2.128,2.19,5453372,2.281468,2.442779,2.3548065,0.052,0.052,0,0.019633333,0.022516667,0.871946706,46.57967576,2.13578,2.16648835,2.225581818
31-03-2004,2.1925,2.2,2.1475,2.164,4675082,2.268138,2.436049,2.3566665,-0.026,0,0.026,0.019633333,0.022283333,0.881077038,46.8389662,2.13313,2.166327811,2.224969064
01-04-2004,2.172,2.242,2.165,2.237,6508422,2.256678,2.430924,2.3588915,0.073,0.073,0,0.022066667,0.021916667,1.006844106,50.17051914,2.13328,2.170887307,2.225088775
02-04-2004,2.2935,2.3125,2.2625,2.3045,8148054,2.245588,2.426814,2.3614515,0.0675,0.0675,0,0.02345,0.021916667,1.069961977,51.68993387,2.134813333,2.179507481,2.225878936
05-04-2004,2.2835,2.3545,2.2795,2.348,5939097,2.235438,2.424304,2.3643165,0.0435,0.0435,0,0.0249,0.019913333,1.25041848,55.56382029,2.1398,2.190377966,2.227094071
06-04-2004,2.3155,2.3485,2.2875,2.322,5916222,2.224848,2.421409,2.3671665,-0.026,0,0.026,0.0249,0.018033333,1.38077634,57.99689441,2.146666667,2.19886971,2.228038409
07-04-2004,2.31,2.34,2.2695,2.2925,4551251,2.214958,2.417269,2.369734,-0.0295,0,0.0295,0.023866667,0.019016667,1.255039439,55.65487757,2.151516667,2.204910374,2.228679817
08-04-2004,2.392,2.4075,2.35,2.405,8879688,2.211098,2.413919,2.372909,0.1125,0.1125,0,0.026433333,0.019016667,1.390008764,58.15914925,2.158933333,2.217819382,2.230434247
12-04-2004,2.4025,2.4185,2.3785,2.398,4345828,2.209838,2.411674,2.3760515,-0.007,0,0.007,0.026433333,0.018183333,1.453712191,59.24542398,2.167183333,2.229443938,2.232101568
13-04-2004,2.4,2.417,2.318,2.329,5724315,2.206018,2.409784,2.3785165,-0.069,0,0.069,0.026433333,0.020416667,1.294693878,56.42120242,2.1732,2.23586691,2.233065732
14-04-2004,2.299,2.383,2.299,2.3395,6150600,2.204538,2.408929,2.381139,0.0105,0.0105,0,0.026783333,0.018816667,1.423383525,58.73538012,2.181166667,2.242552916,2.234124779
15-04-2004,2.347,2.38,2.3,2.3495,5603251,2.206588,2.407659,2.3838065,0.01,0.01,0,0.025183333,0.018816667,1.338352524,57.23484848,2.187533333,2.249452728,2.235272791
16-04-2004,2.3535,2.355,2.2667,2.275,8393463,2.206698,2.405984,2.385869,-0.0745,0,0.0745,0.02315,0.0213,1.08685446,52.08098988,2.189383333,2.251100939,2.235668087
19-04-2004,2.2675,2.3635,2.256,2.3555,5352403,2.207768,2.405249,2.388184,0.0805,0.0805,0,0.025833333,0.0208,1.241987179,55.39671194,2.194416667,2.257836362,2.236860444
20-04-2004,2.381,2.3905,2.259,2.26,9376067,2.206618,2.402184,2.390004,-0.0955,0,0.0955,0.025833333,0.023,1.123188406,52.90102389,2.19725,2.257975952,2.237090688
21-04-2004,2.2625,2.3245,2.2455,2.286,6060412,2.206478,2.398809,2.3916715,0.026,0.026,0,0.0267,0.021683333,1.231360492,55.18429211,2.202266667,2.259783955,2.237577348
22-04-2004,2.2975,2.455,2.2945,2.443,15802720,2.209748,2.396759,2.393759,0.157,0.157,0,0.031933333,0.01975,1.616877637,61.78652048,2.21445,2.271604345,2.239621355
23-04-2004,2.299,2.3444,2.2755,2.3145,14603899,2.208898,2.392919,2.3952065,-0.1285,0,0.1285,0.031933333,0.023583333,1.354063604,57.52026418,2.2228,2.274371806,2.240366416
26-04-2004,2.3125,2.388,2.3075,2.3625,7314168,2.209088,2.389219,2.3974565,0.048,0.048,0,0.0316,0.023583333,1.339929329,57.26366657,2.230816667,2.280057496,2.241581675
27-04-2004,2.3815,2.44,2.3395,2.4,8995818,2.210708,2.386254,2.400044,0.0375,0.0375,0,0.03285,0.021316667,1.541047694,60.64615385,2.24235,2.287795722,2.243157977
28-04-2004,2.381,2.4175,2.332,2.3485,6131676,2.212148,2.383984,2.401969,-0.0515,0,0.0515,0.0311,0.023033333,1.350217077,57.45073892,2.250416667,2.291712127,2.244206157
29-04-2004,2.345,2.354,2.2755,2.3095,9039531,2.213468,2.381179,2.403909,-0.039,0,0.039,0.029983333,0.024333333,1.232191781,55.2009819,2.256066667,2.292859732,2.244855847
30-04-2004,2.303,2.3175,2.1655,2.18,9850430,2.212418,2.377199,2.405389,-0.1295,0,0.1295,0.029633333,0.02865,1.03432228,50.84358021,2.25705,2.285578459,2.244210515
03-05-2004,2.1885,2.2575,2.1705,2.2205,6923343,2.211658,2.373864,2.4074115,0.0405,0.0405,0,0.030983333,0.0283,1.094817432,52.2631431,2.259733333,2.281379849,2.243974589
04-05-2004,2.2205,2.2285,2.185,2.1975,7292520,2.21164,2.371169,2.409654,-0.023,0,0.023,0.030983333,0.025816667,1.200129116,54.54812207,2.2649,2.275968246,2.243512155
05-05-2004,2.1985,2.2525,2.1975,2.213,4891687,2.21358,2.368699,2.4118865,0.0155,0.0155,0,0.0315,0.024783333,1.271015467,55.96683447,2.271616667,2.271905778,2.243208552
06-05-2004,2.178,2.2125,2.1385,2.157,7823724,2.21378,2.364869,2.413954,-0.056,0,0.056,0.0315,0.02565,1.228070175,55.11811024,2.277466667,2.264492502,2.242350755
07-05-2004,2.148,2.209,2.084,2.095,9288656,2.21203,2.360324,2.4144015,-0.062,0,0.062,0.027566667,0.027716667,0.994588094,49.86433524,2.277316667,2.253557502,2.240884579
10-05-2004,2.0625,2.1074,2.0285,2.063,10312140,2.21028,2.355749,2.414389,-0.032,0,0.032,0.027566667,0.0283,0.974087161,49.34367542,2.276583333,2.24126347,2.239114583
11-05-2004,2.0955,2.152,2.095,2.135,7595504,2.21001,2.352349,2.414664,0.072,0.072,0,0.0282,0.0283,0.996466431,49.91150442,2.276483333,2.234407762,2.238078617
12-05-2004,2.099,2.1575,2.0625,2.151,7487127,2.21102,2.350069,2.414899,0.016,0.016,0,0.027,0.0283,0.954063604,48.82459313,2.275183333,2.229026616,2.237212163
13-05-2004,2.123,2.2065,2.1125,2.1805,8282505,2.21146,2.347499,2.415454,0.0295,0.0295,0,0.027983333,0.027433333,1.020048603,50.4962406,2.275733333,2.225895867,2.236647863
14-05-2004,2.1825,2.196,2.138,2.1525,5129626,2.21012,2.344404,2.4160515,-0.028,0,0.028,0.02555,0.028366667,0.900705053,47.38794436,2.272916667,2.221160649,2.235810571
17-05-2004,2.112,2.1295,2.085,2.104,6628153,2.20811,2.340499,2.4161615,-0.0485,0,0.0485,0.0233,0.029983333,0.777098388,43.72849546,2.266233333,2.213601898,2.234499023
18-05-2004,2.112,2.12,2.0915,2.0995,5604397,2.2066,2.335254,2.4166515,-0.0045,0,0.0045,0.02185,0.030133333,0.725110619,42.03270279,2.25795,2.206240485,2.233155749
19-05-2004,2.1189,2.1635,2.0735,2.0845,7379319,2.20558,2.329439,2.4171615,-0.015,0,0.015,0.02185,0.029766667,0.734042553,42.33128834,2.250033333,2.19838626,2.231676587
20-05-2004,2.0825,2.0985,2.04,2.049,5926266,2.20501,2.323194,2.417739,-0.0355,0,0.0355,0.02185,0.029966667,0.729143493,42.16789965,2.241916667,2.188748437,2.22985891
21-05-2004,2.059,2.074,2.0275,2.0585,5273477,2.2049,2.317044,2.4182965,0.0095,0.0095,0,0.018416667,0.029966667,0.614571746,38.06407165,2.230366667,2.180345312,2.228153846
24-05-2004,2.062,2.115,2.0585,2.0815,5078341,2.20409,2.311444,2.4189515,0.023,0.023,0,0.019183333,0.029733333,0.645179372,39.21635434,2.219816667,2.173968195,2.226694604
25-05-2004,2.0875,2.193,2.0695,2.181,7222441,2.20663,2.306944,2.420069,0.0995,0.0995,0,0.0225,0.027433333,0.820170109,45.06008011,2.214883333,2.17442186,2.226239931
26-05-2004,2.1845,2.25,2.1835,2.2345,7419645,2.20919,2.303339,2.421509,0.0535,0.0535,0,0.023933333,0.027433333,0.872417983,46.59312135,2.211383333,2.178297869,2.226322121
27-05-2004,2.263,2.3915,2.2425,2.381,14175191,2.21401,2.300514,2.4234515,0.1465,0.1465,0,0.028483333,0.027433333,1.038274605,50.93889717,2.212433333,2.191375426,2.227861204
28-05-2004,2.3635,2.434,2.344,2.425,10625330,2.2195,2.298249,2.425524,0.044,0.044,0,0.02995,0.02495,1.200400802,54.55373406,2.217433333,2.206447979,2.229822784
01-06-2004,2.394,2.5225,2.385,2.5115,12941900,2.22693,2.297414,2.4280065,0.0865,0.0865,0,0.03015,0.02495,1.208416834,54.71869328,2.222633333,2.226128755,2.232625543
02-06-2004,2.5175,2.5605,2.4885,2.5175,12473490,2.23643,2.297469,2.430569,0.006,0.006,0,0.03035,0.021766667,1.394333844,58.23472977,2.231216667,2.244926899,2.235460114
03-06-2004,2.494,2.5175,2.466,2.47,8345813,2.2456,2.296374,2.432164,-0.0475,0,0.0475,0.029483333,0.02335,1.262669522,55.8044164,2.23735,2.259447745,2.237793844
04-06-2004,2.5105,2.5755,2.5,2.5475,12585550,2.25692,2.295374,2.434009,0.0775,0.0775,0,0.026833333,0.02335,1.149179158,53.47060777,2.240833333,2.278031761,2.240875498
07-06-2004,2.5795,2.5995,2.5325,2.588,7710660,2.26669,2.293799,2.436009,0.0405,0.0405,0,0.028183333,0.019066667,1.478146853,59.64726631,2.24995,2.298029712,2.244329473
08-06-2004,2.57,2.606,2.555,2.597,5993194,2.27693,2.291869,2.437569,0.009,0.009,0,0.026883333,0.019066667,1.409965035,58.50562205,2.257766667,2.317318118,2.247838632
09-06-2004,2.58,2.5915,2.5005,2.512,6579371,2.28441,2.288899,2.438824,-0.085,0,0.085,0.025633333,0.0219,1.170471842,53.92706872,2.2615,2.329878239,2.250467104
10-06-2004,2.518,2.5235,2.463,2.497,7208974,2.29055,2.286009,2.4398465,-0.015,0,0.015,0.025633333,0.020683333,1.239323127,55.34364879,2.26645,2.340660288,2.252920167
14-06-2004,2.4725,2.4995,2.452,2.4625,5180842,2.29652,2.282329,2.4406765,-0.0345,0,0.0345,0.025633333,0.020533333,1.248376623,55.5234657,2.27155,2.348520915,2.255005539
15-06-2004,2.487,2.53,2.4745,2.5055,6912444,2.30189,2.279284,2.441734,0.043,0.043,0,0.027066667,0.016216667,1.669064748,62.53369272,2.2824,2.358648598,2.257498021
16-06-2004,2.5055,2.5375,2.4955,2.5285,4097550,2.30637,2.275979,2.4428915,0.023,0.023,0,0.026483333,0.016216667,1.633093525,62.02185792,2.292666667,2.369606753,2.260194558
17-06-2004,2.5245,2.5455,2.4705,2.4885,5875764,2.30918,2.272309,2.443754,-0.04,0,0.04,0.026483333,0.016783333,1.57795432,61.20955316,2.302366667,2.377277285,2.262466254
18-06-2004,2.485,2.514,2.47,2.48,4427389,2.31234,2.268594,2.4443215,-0.0085,0,0.0085,0.025966667,0.017066667,1.521484375,60.34082107,2.311266667,2.383904557,2.264630769
21-06-2004,2.4795,2.515,2.4625,2.4885,4490227,2.31626,2.265609,2.4452165,0.0085,0.0085,0,0.02625,0.0152,1.726973684,63.32931242,2.322316667,2.39065265,2.266858324
22-06-2004,2.4815,2.4895,2.412,2.45,8120492,2.31716,2.264129,2.445644,-0.0385,0,0.0385,0.02625,0.014416667,1.820809249,64.54918033,2.33415,2.394481511,2.268680629
23-06-2004,2.439,2.55,2.4175,2.5405,7594801,2.32001,2.264924,2.4467165,0.0905,0.0905,0,0.029266667,0.01335,2.192259675,68.67422761,2.350066667,2.403902059,2.271385299
24-06-2004,2.55,2.597,2.5345,2.551,6760724,2.32445,2.265234,2.4476515,0.0105,0.0105,0,0.027216667,0.01335,2.038701623,67.09120789,2.363933333,2.413392249,2.274167535
25-06-2004,2.551,2.5965,2.5435,2.59,7648239,2.32946,2.266999,2.4489315,0.039,0.039,0,0.027983333,0.01335,2.096129838,67.7016129,2.378566667,2.424786297,2.277310147
28-06-2004,2.61,2.702,2.61,2.6695,11503850,2.33586,2.271224,2.450724,0.0795,0.0795,0,0.02965,0.01335,2.220973783,68.95348837,2.394866667,2.440574278,2.281212533
29-06-2004,2.6625,2.697,2.6325,2.6855,8593921,2.34407,2.275384,2.452854,0.016,0.016,0,0.030183333,0.012416667,2.430872483,70.85289515,2.412633333,2.456375937,2.285235294
30-06-2004,2.685,2.735,2.671,2.72,6912096,2.35136,2.279564,2.455034,0.0345,0.0345,0,0.031333333,0.0108,2.901234568,74.36708861,2.433166667,2.473383941,2.289561311
01-07-2004,2.689,2.702,2.6025,2.628,7219680,2.35872,2.282669,2.4567965,-0.092,0,0.092,0.031333333,0.013716667,2.284325638,69.55234924,2.450783333,2.483359171,2.29292886
02-07-2004,2.63,2.662,2.5915,2.6295,4862314,2.36559,2.286034,2.458384,0.0015,0.0015,0,0.031383333,0.013216667,2.374527112,70.36621824,2.46895,2.492787612,2.296277827
06-07-2004,2.62,2.63,2.5245,2.562,6156891,2.36797,2.288859,2.459654,-0.0675,0,0.0675,0.031383333,0.014283333,2.197199533,68.72262774,2.48605,2.497252927,2.298921828
07-07-2004,2.5395,2.6015,2.512,2.55,6543082,2.37268,2.290789,2.4604315,-0.012,0,0.012,0.031066667,0.014683333,2.115777526,67.90528233,2.502433333,2.500655964,2.301420119
08-07-2004,2.427,2.4985,2.4235,2.475,10034400,2.37493,2.292009,2.4609115,-0.075,0,0.075,0.0303,0.017183333,1.763336566,63.81186381,2.51555,2.49900074,2.303147282
09-07-2004,2.499,2.5001,2.391,2.416,8033485,2.37525,2.292979,2.4611245,-0.059,0,0.059,0.026983333,0.01915,1.409051349,58.48988439,2.523383333,2.493645854,2.304270194
12-07-2004,2.4075,2.4675,2.4015,2.4525,7073691,2.37733,2.294739,2.460777,0.0365,0.0365,0,0.026416667,0.01915,1.3794604,57.97366496,2.53065,2.490991283,2.305745118
13-07-2004,2.4575,2.499,2.4435,2.48,4908792,2.38074,2.297104,2.4607745,0.0275,0.0275,0,0.02245,0.01915,1.17232376,53.96634615,2.53395,2.490282168,2.307478997
14-07-2004,2.453,2.52,2.4445,2.475,5065759,2.38664,2.299529,2.460637,-0.005,0,0.005,0.020983333,0.019316667,1.086281277,52.06782465,2.535616667,2.489296221,2.309145873
15-07-2004,2.4785,2.4835,2.406,2.4335,5247216,2.3909,2.301279,2.4606645,-0.0415,0,0.0415,0.0181,0.0207,0.874396135,46.64948454,2.533016667,2.485696465,2.310383227
16-07-2004,2.4495,2.453,2.339,2.355,9283079,2.39405,2.302845,2.4599745,-0.0785,0,0.0785,0.0179,0.023316667,0.767691208,43.42903356,2.5276,2.477264435,2.310827175
19-07-2004,2.363,2.363,2.2575,2.301,9856318,2.39581,2.304695,2.459372,-0.054,0,0.054,0.0179,0.023533333,0.760623229,43.20193081,2.521966667,2.465892536,2.310729392
20-07-2004,2.307,2.3925,2.306,2.3495,7626213,2.39966,2.30672,2.4588395,0.0485,0.0485,0,0.016933333,0.023533333,0.719546742,41.84514003,2.515366667,2.45838334,2.31111517
21-07-2004,2.366,2.38,2.226,2.238,9339309,2.40252,2.307275,2.457507,-0.1115,0,0.1115,0.015583333,0.02725,0.571865443,36.38132296,2.5037,2.44416506,2.310387656
22-07-2004,2.182,2.3035,2.182,2.291,16435699,2.40708,2.30868,2.4557395,0.053,0.053,0,0.01705,0.02725,0.625688073,38.48758465,2.4935,2.434283443,2.310194744
23-07-2004,2.123,2.138,1.978,1.999,35928312,2.40436,2.307185,2.452197,-0.292,0,0.292,0.01705,0.03415,0.499267936,33.30078125,2.4764,2.406200641,2.307098278
26-07-2004,2,2.012,1.9165,1.939,13972320,2.40012,2.30557,2.4481645,-0.06,0,0.06,0.01705,0.03565,0.47826087,32.35294118,2.4578,2.376058664,2.303435609
27-07-2004,1.96,1.9955,1.94,1.9555,10534830,2.39562,2.30354,2.444017,0.0165,0.0165,0,0.0176,0.0345,0.510144928,33.78119002,2.4409,2.348925847,2.299973563
28-07-2004,1.961,1.9785,1.869,1.8985,10186450,2.39054,2.30033,2.4390445,-0.057,0,0.057,0.016166667,0.0364,0.444139194,30.75459734,2.420666667,2.319866115,2.295978801
29-07-2004,1.9145,1.948,1.901,1.929,8199962,2.38704,2.297575,2.4341745,0.0305,0.0305,0,0.016416667,0.0364,0.451007326,31.08236037,2.400683333,2.294648946,2.292327271
30-07-2004,1.925,1.971,1.9115,1.946,6034722,2.38397,2.295285,2.4293295,0.017,0.017,0,0.016983333,0.035066667,0.484315589,32.62888248,2.3826,2.272155466,2.288881228
02-08-2004,1.9225,1.938,1.8905,1.915,5913847,2.38058,2.29308,2.423927,-0.031,0,0.031,0.016983333,0.035816667,0.474174034,32.16540404,2.363766667,2.249113178,2.285161017
03-08-2004,1.914,1.954,1.8615,1.8805,7754340,2.37721,2.29111,2.4186945,-0.0345,0,0.0345,0.0167,0.036966667,0.451758341,31.11801242,2.3435,2.225331682,2.281134539
04-08-2004,1.846,1.873,1.82,1.856,9766047,2.37316,2.28903,2.412997,-0.0245,0,0.0245,0.0167,0.0365,0.457534247,31.39097744,2.3237,2.201503832,2.276904345
05-08-2004,1.874,1.874,1.769,1.7805,8402308,2.36714,2.285615,2.406977,-0.0755,0,0.0755,0.013683333,0.039016667,0.350704827,25.96457938,2.298366667,2.174342294,2.271964998
06-08-2004,1.7515,1.8335,1.7425,1.7745,11513070,2.35901,2.28282,2.400952,-0.006,0,0.006,0.013333333,0.039216667,0.3399915,25.37266096,2.272483333,2.148546017,2.267015098
09-08-2004,1.767,1.815,1.7425,1.766,9167166,2.34964,2.279415,2.3949445,-0.0085,0,0.0085,0.012033333,0.0395,0.30464135,23.35058215,2.245016667,2.123865629,2.262029873
10-08-2004,1.778,1.86,1.7775,1.855,10092150,2.33912,2.276565,2.390712,0.089,0.089,0,0.01235,0.0395,0.312658228,23.81870781,2.217866667,2.106519459,2.257979824
11-08-2004,1.82,1.845,1.78,1.828,9448068,2.32718,2.27334,2.386272,-0.027,0,0.027,0.011816667,0.0404,0.292491749,22.63006703,2.189283333,2.088550462,2.253701418
12-08-2004,1.8105,1.8675,1.8085,1.8145,9119339,2.31324,2.270085,2.381717,-0.0135,0,0.0135,0.010666667,0.04085,0.261117911,20.70527337,2.1591,2.070869787,2.249331255
13-08-2004,1.828,1.85,1.7935,1.8065,4981083,2.29902,2.267725,2.3770445,-0.008,0,0.008,0.010666667,0.03805,0.280332895,21.89531303,2.131716667,2.053813672,2.244924974
16-08-2004,1.807,1.92,1.799,1.8975,8165361,2.28757,2.266585,2.3723495,0.091,0.091,0,0.01365,0.03805,0.358738502,26.40232108,2.107316667,2.043728919,2.241468009
17-08-2004,1.9245,1.972,1.895,1.9115,11162970,2.27485,2.265885,2.3677345,0.014,0.014,0,0.014116667,0.0358,0.394320298,28.28046745,2.085633333,2.035198021,2.238184745
18-08-2004,1.896,1.977,1.871,1.968,9556856,2.26245,2.26457,2.363617,0.0565,0.0565,0,0.016,0.0354,0.451977401,31.12840467,2.066233333,2.030862665,2.23549634
19-08-2004,2.017,2.024,1.8175,1.9315,12698510,2.24914,2.263035,2.359667,-0.0365,0,0.0365,0.016,0.034116667,0.468978994,31.92550715,2.048116667,2.02445217,2.2324715
20-08-2004,1.9225,1.9955,1.9055,1.9755,6794007,2.23841,2.26141,2.3553595,0.044,0.044,0,0.017466667,0.03215,0.543286677,35.20322472,2.033433333,2.021293966,2.22991457
23-08-2004,1.9945,2,1.9555,1.9725,5534194,2.22792,2.259235,2.351007,-0.003,0,0.003,0.01625,0.03225,0.503875969,33.50515464,2.017433333,2.018145968,2.227353231
24-08-2004,1.9875,1.9965,1.916,1.9525,7640355,2.21772,2.25712,2.3465845,-0.02,0,0.02,0.015333333,0.032916667,0.465822785,31.77892919,1.99985,2.013910744,2.224618373
25-08-2004,1.9505,2.0245,1.908,2.015,7254757,2.20791,2.2549,2.342912,0.0625,0.0625,0,0.017416667,0.03275,0.531806616,34.71760797,1.984516667,2.013981019,2.222532618
26-08-2004,2.009,2.0415,1.985,2.0095,6977569,2.19753,2.25195,2.339382,-0.0055,0,0.0055,0.017416667,0.03155,0.552033809,35.56841389,1.970383333,2.013691921,2.220412891
27-08-2004,2.0155,2.0195,1.98,1.995,4240333,2.18766,2.24842,2.336362,-0.0145,0,0.0145,0.017416667,0.029416667,0.592067989,37.1886121,1.958383333,2.01248599,2.218169976
30-08-2004,1.9955,1.9975,1.9125,1.9155,7711737,2.17637,2.244355,2.332882,-0.0795,0,0.0795,0.017416667,0.030266667,0.575440529,36.52569032,1.945533333,2.00622883,2.215158335
31-08-2004,1.919,1.9425,1.893,1.907,6151148,2.16474,2.2405,2.3288845,-0.0085,0,0.0085,0.0158,0.03055,0.517184943,34.08845739,1.930783333,1.99982697,2.212092083
01-09-2004,1.9115,1.9505,1.901,1.912,5252489,2.15398,2.23557,2.3247445,0.005,0.005,0,0.015966667,0.026833333,0.595031056,37.30529595,1.919916667,1.994160714,2.209106092
02-09-2004,1.8955,1.982,1.8955,1.959,5722554,2.14235,2.23118,2.321427,0.047,0.047,0,0.015766667,0.026833333,0.58757764,37.01095462,1.90885,1.99189228,2.206617474
03-09-2004,1.9505,2.0005,1.932,1.937,5228965,2.13007,2.22726,2.318522,-0.022,0,0.022,0.015766667,0.017833333,0.88411215,46.92460317,1.906783333,1.988350843,2.203934713
07-09-2004,1.9515,1.968,1.9055,1.9255,5836047,2.11678,2.22312,2.3160245,-0.0115,0,0.0115,0.015766667,0.016216667,0.972250771,49.2965086,1.906333333,1.98429595,2.201164218
08-09-2004,1.921,1.9405,1.8855,1.9005,6619132,2.1014,2.21863,2.3131445,-0.025,0,0.025,0.015216667,0.01705,0.892473118,47.15909091,1.9045,1.97888976,2.198172535
09-09-2004,1.911,1.9155,1.868,1.9035,6961337,2.08576,2.214915,2.3104495,0.003,0.003,0,0.015316667,0.01515,1.0110011,50.27352298,1.904666667,1.974025904,2.19524047
10-09-2004,1.91,1.94,1.895,1.9285,4638479,2.06993,2.210645,2.307947,0.025,0.025,0,0.015133333,0.01515,0.99889989,49.97248211,1.90465,1.971088749,2.192586335
13-09-2004,1.9566,2.002,1.941,2.0005,8088616,2.05738,2.20805,2.305117,0.072,0.072,0,0.016966667,0.01515,1.119911991,52.82823041,1.906466667,1.972986249,2.190675029
14-09-2004,2.0105,2.1375,1.995,2.1335,15878939,2.04746,2.206525,2.302667,0.133,0.133,0,0.0214,0.014116667,1.515938607,60.25340216,1.91375,1.983341975,2.190106123
15-09-2004,2.1,2.159,2.0935,2.1105,11143510,2.03843,2.2032,2.2999795,-0.023,0,0.023,0.0214,0.013733333,1.558252427,60.91081594,1.921416667,1.991545718,2.189314022
16-09-2004,2.1225,2.214,2.1175,2.1285,11596570,2.03,2.20134,2.2971295,0.018,0.018,0,0.022,0.012916667,1.703225806,63.0071599,1.9305,2.000381479,2.188708908
17-09-2004,2.1425,2.163,2.1195,2.148,7885245,2.02346,2.199195,2.294207,0.0195,0.0195,0,0.02265,0.0104,2.177884615,68.53252648,1.94275,2.009905254,2.188303844
20-09-2004,2.142,2.1995,2.1305,2.1635,9222536,2.01841,2.19683,2.291542,0.0155,0.0155,0,0.023166667,0.0102,2.27124183,69.43056943,1.955716667,2.019814593,2.188057039
21-09-2004,2.1751,2.1886,2.1385,2.1647,6696748,2.012654,2.194992,2.289488,0.0012,0.0012,0,0.023206667,0.009916667,2.340168067,70.06138674,1.969006667,2.029162038,2.187824631
22-09-2004,2.1575,2.162,2.0585,2.069,12221090,2.004434,2.192587,2.286883,-0.0957,0,0.0957,0.02024,0.013106667,1.544252289,60.69572171,1.97614,2.031732229,2.186642296
23-09-2004,2.0665,2.11,2.0555,2.0915,7411985,1.996764,2.191702,2.2844505,0.0225,0.0225,0,0.02099,0.012206667,1.719552157,63.22923988,1.984923333,2.035588215,2.185695607
24-09-2004,2.0905,2.0955,2.0425,2.047,6214195,1.989034,2.189967,2.2819155,-0.0445,0,0.0445,0.02099,0.01324,1.585347432,61.32047911,1.992673333,2.036324459,2.184315551
27-09-2004,2.0355,2.0505,1.9875,1.9965,8419682,1.981864,2.187957,2.279563,-0.0505,0,0.0505,0.02099,0.014656667,1.432112804,58.88348607,1.999006667,2.033755139,2.18244674
28-09-2004,2.0075,2.0165,1.9485,1.9715,11906230,1.975274,2.185542,2.2771205,-0.025,0,0.025,0.017956667,0.01549,1.159242522,53.68746263,2.001473333,2.029738678,2.180347767
29-09-2004,1.9725,2.046,1.968,2.042,9922682,1.969124,2.184392,2.2746305,0.0705,0.0705,0,0.01984,0.01549,1.28082634,56.15624115,2.005823333,2.030529731,2.178971172
30-09-2004,2.0275,2.064,2.0105,2.043,9413805,1.965224,2.183872,2.272098,0.001,0.001,0,0.01799,0.01549,1.161394448,53.73357228,2.008323333,2.031334265,2.177618225
01-10-2004,2.062,2.065,2.0195,2.0235,11271340,1.959874,2.183477,2.269613,-0.0195,0,0.0195,0.01799,0.014923333,1.205494751,54.65869962,2.01139,2.030828828,2.176084711
04-10-2004,2.052,2.084,2.037,2.0505,8813493,1.960904,2.182632,2.2674905,0.027,0.027,0,0.017423333,0.014923333,1.167522895,53.86438582,2.01389,2.032097936,2.174835112
05-10-2004,2.042,2.0625,2.0285,2.048,5143052,1.963084,2.181602,2.2658355,-0.0025,0,0.0025,0.017423333,0.014906667,1.168828265,53.89215383,2.016406667,2.033123876,2.173573071
